Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1962-63,22,SYR,NBA,SF,5,130,21.6,0.574,0.566,NA,NA,NA,9.7,NA,NA,NA,0.4,0,0.4,0.159,NA,NA,NA,NA,NA
1963-64,23,PHI,NBA,SF,5,190,15.6,0.483,0.597,NA,NA,NA,9.9,NA,NA,NA,0.2,0,0.3,0.069,NA,NA,NA,NA,NA
1964-65,24,PHI,NBA,SF,11,469,14.6,0.541,0.434,NA,NA,NA,5.6,NA,NA,NA,1,0.3,1.3,0.137,NA,NA,NA,NA,NA
1965-66,25,PHI,NBA,SF,5,181,12.9,0.47,0.484,NA,NA,NA,12.6,NA,NA,NA,0.1,0.3,0.3,0.085,NA,NA,NA,NA,NA
1966-67,26,PHI,NBA,SF,15,551,17.6,0.546,0.484,NA,NA,NA,7.6,NA,NA,NA,1.7,0.6,2.3,0.201,NA,NA,NA,NA,NA
1967-68,27,PHI,NBA,SF,13,485,13.8,0.478,0.533,NA,NA,NA,7,NA,NA,NA,0.3,0.6,0.9,0.086,NA,NA,NA,NA,NA
1968-69,28,PHI,NBA,SF,4,109,17.7,0.559,0.279,NA,NA,NA,11.5,NA,NA,NA,0.3,0,0.3,0.132,NA,NA,NA,NA,NA
1969-70,29,CHI,NBA,SF,5,178,16,0.497,0.398,NA,NA,NA,8.4,NA,NA,NA,0.2,0.1,0.3,0.09,NA,NA,NA,NA,NA
1970-71,30,CHI,NBA,SF,7,234,14.5,0.475,0.24,NA,NA,10.8,13.6,NA,NA,NA,0.2,0.1,0.3,0.061,NA,NA,NA,NA,NA
1971-72,31,CHI,NBA,SF,4,97,13.2,0.5,0.421,NA,NA,6.9,5.8,NA,NA,NA,0.1,0,0.1,0.073,NA,NA,NA,NA,NA
1972-73,32,CHI,NBA,SF,7,229,15.7,0.426,0.306,NA,NA,12.2,9.5,NA,NA,NA,-0.2,0.4,0.2,0.043,NA,NA,NA,NA,NA
1973-74,33,CHI,NBA,SF,11,403,20.7,0.594,0.497,6.1,10.4,8,7.7,1.2,0.1,NA,1.6,-0.1,1.6,0.188,NA,4.1,-0.5,3.7,0.6
1974-75,34,CHI,NBA,SF,13,432,18.2,0.579,0.457,2.4,12.2,7.2,9.7,1.5,0.1,NA,1.3,0.6,1.8,0.205,NA,3.5,-0.2,3.4,0.6
Career,NA,,NBA,,105,3688,16.4,0.522,0.45,4.2,11.3,8.8,8.6,1.4,0.1,NA,7.2,3.1,10.3,0.133,NA,3.8,-0.3,3.5,1.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,58,2115,15.7,0.519,0.491,NA,NA,NA,8,NA,NA,NA,4,1.8,5.8,0.133,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,47,1573,17.4,0.526,0.397,4.2,11.3,8.8,9.3,1.4,0.1,NA,3.1,1.3,4.4,0.135,NA,3.8,-0.3,3.5,1.2
