Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,SYR,NBA,SF,5,NA,130,27,53,0.509,22,30,0.733,NA,NA,47,9,NA,NA,8,76
1963-64,23,PHI,NBA,SF,5,NA,190,30,77,0.39,34,46,0.739,NA,NA,52,13,NA,NA,15,94
1964-65,24,PHI,NBA,SF,11,NA,469,83,173,0.48,57,75,0.76,NA,NA,79,18,NA,NA,38,223
1965-66,25,PHI,NBA,SF,5,NA,181,24,64,0.375,25,31,0.806,NA,NA,37,15,NA,NA,18,73
1966-67,26,PHI,NBA,SF,15,NA,551,115,246,0.467,96,119,0.807,NA,NA,114,32,NA,NA,44,326
1967-68,27,PHI,NBA,SF,13,NA,485,86,210,0.41,76,112,0.679,NA,NA,96,24,NA,NA,44,248
1968-69,28,PHI,NBA,SF,4,NA,109,23,43,0.535,8,12,0.667,NA,NA,23,8,NA,NA,5,54
1969-70,29,CHI,NBA,SF,5,NA,178,35,83,0.422,27,33,0.818,NA,NA,42,11,NA,NA,14,97
1970-71,30,CHI,NBA,SF,7,NA,234,44,100,0.44,17,24,0.708,NA,NA,50,22,NA,NA,20,105
1971-72,31,CHI,NBA,SF,4,NA,97,16,38,0.421,13,16,0.813,NA,NA,14,4,NA,NA,7,45
1972-73,32,CHI,NBA,SF,7,NA,229,42,121,0.347,33,37,0.892,NA,NA,62,14,NA,NA,15,117
1973-74,33,CHI,NBA,SF,11,NA,403,81,159,0.509,68,79,0.861,26,35,61,18,10,1,26,230
1974-75,34,CHI,NBA,SF,13,NA,432,81,164,0.494,66,75,0.88,10,50,60,24,13,1,32,228
Career,NA,,NBA,,105,NA,3688,687,1531,0.449,542,689,0.787,36,85,737,212,23,2,286,1916
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,58,NA,2115,388,866,0.448,318,425,0.748,NA,NA,448,119,NA,NA,172,1094
6 seasons,NA,CHI,NBA,,47,NA,1573,299,665,0.45,224,264,0.848,36,85,289,93,23,2,114,822
