,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,23,HOU,NBA,SF,63,1804,.452,12.1,.676,.383,.138,.042,.113,.324,.507,.624,.329,.217,.435,.337,.479,.073,32,.967,.376,.418,1,0
2012-13,24,HOU,NBA,SF,76,2758,.486,13.7,.579,.350,.112,.027,.091,.421,.559,.690,.352,.360,.365,.385,.641,.054,47,.928,.311,.496,0,0
2013-14,25,HOU,NBA,SF,74,2783,.472,12.6,.644,.333,.183,.064,.064,.356,.528,.644,.420,.429,.333,.370,.527,.061,53,.946,.214,.427,0,0
2014-15,26,DAL,NBA,SF,66,2186,.462,13.7,.581,.311,.150,.049,.071,.419,.521,.643,.379,.268,.458,.380,.446,.031,24,.909,.265,.359,0,0
2015-16,27,DAL,NBA,SF,61,1799,.492,13.6,.614,.300,.138,.052,.126,.386,.540,.713,.322,.412,.415,.414,.481,.034,22,.865,.175,.500,3,0
2016-17,28,MEM,NBA,SF,34,675,.338,15.0,.581,.288,.059,.131,.104,.419,.388,.578,.000,.345,.130,.269,.660,.014,3,.800,.161,.467,0,0
2017-18,29,MEM,NBA,SF,36,691,.462,17.7,.483,.158,.077,.098,.150,.517,.504,.703,.333,.435,.429,.421,.368,.021,5,.824,.165,.450,0,0
2018-19,30,MEM,NBA,SF,25,496,.374,17.0,.484,.176,.121,.099,.088,.516,.443,.531,.455,.278,.438,.309,.667,.005,1,.828,.223,.238,0,0
2019-20,31,ATL,NBA,SF,5,54,.278,22.3,.222,.056,.111,.000,.056,.778,.250,.000,.500,,.000,.286,.000,.000,0,1.000,.143,.500,0,0
Career,,,NBA,,440,13246,.462,13.7,.600,.316,.137,.056,.092,.400,.521,.656,.366,.355,.387,.373,.526,.045,187,.905,.249,.431,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,213,7345,.473,12.9,.627,.351,.146,.045,.085,.373,.534,.657,.381,.369,.376,.370,.558,.061,132,.942,.287,.457,1,0
2 seasons,,DAL,NBA,,127,3985,.475,13.6,.596,.306,.145,.051,.095,.404,.529,.673,.355,.333,.433,.395,.463,.032,46,.890,.227,.404,3,0
3 seasons,,MEM,NBA,,95,1862,.393,16.6,.517,.208,.083,.110,.116,.483,.442,.602,.302,.357,.338,.341,.548,.014,9,.819,.182,.375,0,0
1 season,,ATL,NBA,,5,54,.278,22.3,.222,.056,.111,.000,.056,.778,.250,.000,.500,,.000,.286,.000,.000,0,1.000,.143,.500,0,0
