,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,24,MIA,NBA,SF,10,58,,4%,96%,,,+12.3,+13.5,0,0,6,0,0,0,5,0,1
2004-05,25,MIA,NBA,SF,12,182,,,91%,9%,,-12.3,-22.1,1,0,13,1,2,0,14,1,2
2008-09,29,NOH,NBA,SF,5,158,,54%,42%,5%,,-24.5,+7.1,2,2,6,1,3,0,2,1,2
2010-11,31,CHI,NBA,SG,3,7,,47%,53%,,,+9.1,+4.5,0,0,0,0,0,0,0,0,0
2013-14,34,IND,NBA,SG,11,70,,36%,63%,1%,,-10.8,-10.9,0,1,3,0,1,0,2,0,0
2014-15,35,WAS,NBA,SF,2,7,,98%,2%,,,-13.8,-18.3,0,0,1,0,0,0,3,0,0
Career,,,NBA,,43,482,,25%,70%,5%,,-12.8,-6.2,3,3,29,2,6,0,26,2,5
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIA,NBA,,22,240,,1%,92%,7%,,-6.4,-13.5,1,0,19,1,2,0,19,1,3
1 season,,IND,NBA,,11,70,,36%,63%,1%,,-10.8,-10.9,0,1,3,0,1,0,2,0,0
1 season,,NOH,NBA,,5,158,,54%,42%,5%,,-24.5,+7.1,2,2,6,1,3,0,2,1,2
1 season,,CHI,NBA,,3,7,,47%,53%,,,+9.1,+4.5,0,0,0,0,0,0,0,0,0
1 season,,WAS,NBA,,2,7,,98%,2%,,,-13.8,-18.3,0,0,1,0,0,0,3,0,0
