Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,22,LAL,NBA,C,74,NA,2005,262,586,0.447,120,212,0.566,NA,NA,672,92,NA,NA,256,644
1970-71,23,LAL,NBA,C,65,NA,909,125,301,0.415,88,143,0.615,NA,NA,304,47,NA,NA,125,338
1971-72,24,CLE,NBA,PF,63,NA,2207,304,688,0.442,215,366,0.587,NA,NA,801,109,NA,NA,251,823
1972-73,25,CLE,NBA,C,62,NA,2127,307,709,0.433,167,290,0.576,NA,NA,693,134,NA,NA,249,781
1973-74,26,POR,NBA,C,69,NA,2060,364,797,0.457,205,316,0.649,251,450,701,133,65,55,252,933
1974-75,27,NOJ,NBA,C,16,NA,339,48,108,0.444,23,40,0.575,39,79,118,23,7,8,49,119
1975-76,28,KCK,NBA,C,74,NA,709,73,180,0.406,42,103,0.408,74,159,233,53,18,17,126,188
Career,NA,,NBA,,423,NA,10356,1483,3369,0.44,860,1470,0.585,364,688,3522,591,90,80,1308,3826
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,139,NA,2914,387,887,0.436,208,355,0.586,NA,NA,976,139,NA,NA,381,982
2 seasons,NA,CLE,NBA,,125,NA,4334,611,1397,0.437,382,656,0.582,NA,NA,1494,243,NA,NA,500,1604
1 season,NA,KCK,NBA,,74,NA,709,73,180,0.406,42,103,0.408,74,159,233,53,18,17,126,188
1 season,NA,POR,NBA,,69,NA,2060,364,797,0.457,205,316,0.649,251,450,701,133,65,55,252,933
1 season,NA,NOJ,NBA,,16,NA,339,48,108,0.444,23,40,0.575,39,79,118,23,7,8,49,119
