Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,22,LAL,NBA,C,74,NA,2005,4.7,10.5,0.447,2.2,3.8,0.566,NA,NA,12.1,1.7,NA,NA,4.6,11.6
1970-71,23,LAL,NBA,C,65,NA,909,5,11.9,0.415,3.5,5.7,0.615,NA,NA,12,1.9,NA,NA,5,13.4
1971-72,24,CLE,NBA,PF,63,NA,2207,5,11.2,0.442,3.5,6,0.587,NA,NA,13.1,1.8,NA,NA,4.1,13.4
1972-73,25,CLE,NBA,C,62,NA,2127,5.2,12,0.433,2.8,4.9,0.576,NA,NA,11.7,2.3,NA,NA,4.2,13.2
1973-74,26,POR,NBA,C,69,NA,2060,6.4,13.9,0.457,3.6,5.5,0.649,4.4,7.9,12.3,2.3,1.1,1,4.4,16.3
1974-75,27,NOJ,NBA,C,16,NA,339,5.1,11.5,0.444,2.4,4.2,0.575,4.1,8.4,12.5,2.4,0.7,0.8,5.2,12.6
1975-76,28,KCK,NBA,C,74,NA,709,3.7,9.1,0.406,2.1,5.2,0.408,3.8,8.1,11.8,2.7,0.9,0.9,6.4,9.5
Career,NA,,NBA,,423,NA,10356,5.2,11.7,0.44,3,5.1,0.585,4.2,8,12.2,2.1,1,0.9,4.5,13.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,139,NA,2914,4.8,11,0.436,2.6,4.4,0.586,NA,NA,12.1,1.7,NA,NA,4.7,12.1
2 seasons,NA,CLE,NBA,,125,NA,4334,5.1,11.6,0.437,3.2,5.4,0.582,NA,NA,12.4,2,NA,NA,4.2,13.3
1 season,NA,KCK,NBA,,74,NA,709,3.7,9.1,0.406,2.1,5.2,0.408,3.8,8.1,11.8,2.7,0.9,0.9,6.4,9.5
1 season,NA,POR,NBA,,69,NA,2060,6.4,13.9,0.457,3.6,5.5,0.649,4.4,7.9,12.3,2.3,1.1,1,4.4,16.3
1 season,NA,NOJ,NBA,,16,NA,339,5.1,11.5,0.444,2.4,4.2,0.575,4.1,8.4,12.5,2.4,0.7,0.8,5.2,12.6
