Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,LAL,NBA,SG,7,NA,118,5.8,17.4,0.333,4.6,6.1,0.75,NA,NA,5.5,9.2,NA,NA,5.5,16.2
1965-66,23,LAL,NBA,SG,14,NA,340,7.4,15,0.493,2.8,4.4,0.619,NA,NA,4.3,4.7,NA,NA,4.2,17.6
1966-67,24,LAL,NBA,PG,3,NA,86,2.5,10.5,0.24,3.3,4.2,0.8,NA,NA,3.3,6.7,NA,NA,4.6,8.4
1968-69,26,ATL,NBA,PG,11,NA,360,5.3,13.5,0.393,4.8,6.1,0.787,NA,NA,3.3,4.3,NA,NA,3.8,15.4
1969-70,27,ATL,NBA,PG,7,NA,255,9.2,18.4,0.5,2.8,4.5,0.625,NA,NA,3.4,7.6,NA,NA,3.2,21.2
1970-71,28,ATL,NBA,PG,5,NA,202,4.5,13.5,0.329,3.6,4.5,0.8,NA,NA,4.5,4.8,NA,NA,3.9,12.5
1972-73,30,GSW,NBA,PG,11,NA,215,5,14.1,0.357,2,2,1,NA,NA,3.3,4.7,NA,NA,4,12.1
Career,NA,,NBA,,58,NA,1576,6.1,14.8,0.413,3.4,4.6,0.738,NA,NA,3.9,5.5,NA,NA,4,15.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,24,NA,544,6.3,14.8,0.424,3.2,4.8,0.681,NA,NA,4.4,6,NA,NA,4.6,15.8
3 seasons,NA,ATL,NBA,,23,NA,817,6.3,15,0.419,3.9,5.2,0.746,NA,NA,3.6,5.5,NA,NA,3.7,16.5
1 season,NA,GSW,NBA,,11,NA,215,5,14.1,0.357,2,2,1,NA,NA,3.3,4.7,NA,NA,4,12.1
