Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,LAL,NBA,SG,66,919,9.3,0.415,0.232,NA,NA,NA,20.7,NA,NA,NA,-0.3,0.6,0.2,0.013,NA,NA,NA,NA,NA
1965-66,23,LAL,NBA,SG,80,2198,14.9,0.492,0.256,NA,NA,NA,24.6,NA,NA,NA,2.8,1.7,4.5,0.099,NA,NA,NA,NA,NA
1966-67,24,LAL,NBA,PG,79,1642,13.8,0.466,0.251,NA,NA,NA,25.1,NA,NA,NA,0.7,1.5,2.2,0.064,NA,NA,NA,NA,NA
1967-68,25,SEA,NBA,PG,79,2666,19.4,0.497,0.333,NA,NA,NA,27.2,NA,NA,NA,3.9,1.4,5.3,0.096,NA,NA,NA,NA,NA
1968-69,26,ATL,NBA,PG,80,2420,12.6,0.45,0.338,NA,NA,NA,25.4,NA,NA,NA,0.3,2.2,2.5,0.05,NA,NA,NA,NA,NA
1969-70,27,ATL,NBA,PG,82,2757,15.7,0.522,0.313,NA,NA,NA,25.9,NA,NA,NA,3.5,1.5,5,0.088,NA,NA,NA,NA,NA
1970-71,28,ATL,NBA,PG,82,2877,15.5,0.515,0.369,NA,NA,4.7,24.3,NA,NA,NA,4.2,1.2,5.4,0.09,NA,NA,NA,NA,NA
1971-72,29,BUF,NBA,PG,72,2389,15.9,0.503,0.304,NA,NA,4.3,25.3,NA,NA,NA,2.7,0.6,3.3,0.067,NA,NA,NA,NA,NA
1972-73,30,TOT,NBA,PG,55,763,11.5,0.464,0.223,NA,NA,5.3,21.2,NA,NA,NA,0.2,0.9,1.1,0.07,NA,NA,NA,NA,NA
1972-73,30,BUF,NBA,PG,9,134,8.7,0.423,0.1,NA,NA,3.5,17.9,NA,NA,NA,-0.1,0,-0.1,-0.036,NA,NA,NA,NA,NA
1972-73,30,GSW,NBA,PG,46,629,12.1,0.476,0.26,NA,NA,5.6,22,NA,NA,NA,0.3,0.9,1.2,0.092,NA,NA,NA,NA,NA
1973-74,31,SEA,NBA,PG,49,571,12.6,0.465,0.25,2.9,7,4.8,27.6,2,0.5,NA,0.2,0.4,0.6,0.051,NA,-1.9,0,-1.9,0
Career,NA,,NBA,,724,19202,15,0.491,0.307,2.9,7,4.6,25.1,2,0.5,NA,18.2,12.1,30.3,0.076,NA,-1.9,0,-1.9,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ATL,NBA,,244,8054,14.7,0.499,0.341,NA,NA,4.7,25.2,NA,NA,NA,8,5,13,0.077,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,225,4759,13.4,0.471,0.251,NA,NA,NA,24,NA,NA,NA,3.2,3.8,7,0.07,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,128,3237,18.2,0.494,0.325,2.9,7,4.8,27.3,2,0.5,NA,4.1,1.8,5.9,0.088,NA,-1.9,0,-1.9,0
2 seasons,NA,BUF,NBA,,81,2523,15.5,0.498,0.292,NA,NA,4.3,24.9,NA,NA,NA,2.6,0.6,3.2,0.061,NA,NA,NA,NA,NA
1 season,NA,GSW,NBA,,46,629,12.1,0.476,0.26,NA,NA,5.6,22,NA,NA,NA,0.3,0.9,1.2,0.092,NA,NA,NA,NA,NA
