Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,LAL,NBA,SG,7,NA,118,19,57,0.333,15,20,0.75,NA,NA,18,30,NA,NA,18,53
1965-66,23,LAL,NBA,SG,14,NA,340,70,142,0.493,26,42,0.619,NA,NA,41,44,NA,NA,40,166
1966-67,24,LAL,NBA,PG,3,NA,86,6,25,0.24,8,10,0.8,NA,NA,8,16,NA,NA,11,20
1968-69,26,ATL,NBA,PG,11,NA,360,53,135,0.393,48,61,0.787,NA,NA,33,43,NA,NA,38,154
1969-70,27,ATL,NBA,PG,7,NA,255,65,130,0.5,20,32,0.625,NA,NA,24,54,NA,NA,23,150
1970-71,28,ATL,NBA,PG,5,NA,202,25,76,0.329,20,25,0.8,NA,NA,25,27,NA,NA,22,70
1972-73,30,GSW,NBA,PG,11,NA,215,30,84,0.357,12,12,1,NA,NA,20,28,NA,NA,24,72
Career,NA,,NBA,,58,NA,1576,268,649,0.413,149,202,0.738,NA,NA,169,242,NA,NA,176,685
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,24,NA,544,95,224,0.424,49,72,0.681,NA,NA,67,90,NA,NA,69,239
3 seasons,NA,ATL,NBA,,23,NA,817,143,341,0.419,88,118,0.746,NA,NA,82,124,NA,NA,83,374
1 season,NA,GSW,NBA,,11,NA,215,30,84,0.357,12,12,1,NA,NA,20,28,NA,NA,24,72
