Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,31,SEA,NBA,PG,49,NA,571,5.8,13.7,0.422,2.6,3.4,0.756,1.4,3,4.3,9.3,2,0.5,6,14.2,NA,NA,100
Career,NA,,NBA,,49,NA,571,5.8,13.7,0.441,2.6,3.4,0.757,1.4,3,4.3,9.3,2,0.5,6,14.2,NA,NA,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,49,NA,571,5.8,13.7,0.439,2.6,3.4,0.773,1.4,3,4.3,9.3,2,0.5,6,14.2,NA,NA,100
3 seasons,NA,ATL,NBA,,0,NA,0,NA,NA,0.444,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,GSW,NBA,,0,NA,0,NA,NA,0.418,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BUF,NBA,,0,NA,0,NA,NA,0.449,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,0,NA,0,NA,NA,0.435,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
