Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,LAL,NBA,SG,7,118,13.6,0.403,0.351,NA,NA,NA,35.6,NA,NA,NA,-0.1,0,-0.1,-0.059,NA,NA,NA,NA,NA
1965-66,23,LAL,NBA,SG,14,340,14.5,0.517,0.296,NA,NA,NA,17.7,NA,NA,NA,0.5,0.2,0.7,0.099,NA,NA,NA,NA,NA
1966-67,24,LAL,NBA,PG,3,86,6.6,0.34,0.4,NA,NA,NA,22.9,NA,NA,NA,-0.1,0,-0.1,-0.072,NA,NA,NA,NA,NA
1968-69,26,ATL,NBA,PG,11,360,13.4,0.476,0.452,NA,NA,NA,17.1,NA,NA,NA,0.4,0.4,0.8,0.102,NA,NA,NA,NA,NA
1969-70,27,ATL,NBA,PG,7,255,19.3,0.521,0.246,NA,NA,NA,30.2,NA,NA,NA,0.5,0.3,0.8,0.159,NA,NA,NA,NA,NA
1970-71,28,ATL,NBA,PG,5,202,10.1,0.402,0.329,NA,NA,5.5,18.4,NA,NA,NA,-0.2,0.1,-0.1,-0.02,NA,NA,NA,NA,NA
1972-73,30,GSW,NBA,PG,11,215,9.5,0.403,0.143,NA,NA,4.4,18.5,NA,NA,NA,-0.2,0.2,-0.1,-0.018,NA,NA,NA,NA,NA
Career,NA,,NBA,,58,1576,13.3,0.464,0.311,NA,NA,5,21.4,NA,NA,NA,0.7,1.2,1.9,0.057,NA,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,24,544,13.1,0.467,0.321,NA,NA,NA,22.4,NA,NA,NA,0.2,0.2,0.4,0.038,NA,NA,NA,NA,NA
3 seasons,NA,ATL,NBA,,23,817,14.4,0.476,0.346,NA,NA,5.5,21.5,NA,NA,NA,0.7,0.9,1.5,0.09,NA,NA,NA,NA,NA
1 season,NA,GSW,NBA,,11,215,9.5,0.403,0.143,NA,NA,4.4,18.5,NA,NA,NA,-0.2,0.2,-0.1,-0.018,NA,NA,NA,NA,NA
