Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,LAL,NBA,SG,7,NA,16.9,2.7,8.1,0.333,2.1,2.9,0.75,NA,NA,2.6,4.3,NA,NA,2.6,7.6
1965-66,23,LAL,NBA,SG,14,NA,24.3,5,10.1,0.493,1.9,3,0.619,NA,NA,2.9,3.1,NA,NA,2.9,11.9
1966-67,24,LAL,NBA,PG,3,NA,28.7,2,8.3,0.24,2.7,3.3,0.8,NA,NA,2.7,5.3,NA,NA,3.7,6.7
1968-69,26,ATL,NBA,PG,11,NA,32.7,4.8,12.3,0.393,4.4,5.5,0.787,NA,NA,3,3.9,NA,NA,3.5,14
1969-70,27,ATL,NBA,PG,7,NA,36.4,9.3,18.6,0.5,2.9,4.6,0.625,NA,NA,3.4,7.7,NA,NA,3.3,21.4
1970-71,28,ATL,NBA,PG,5,NA,40.4,5,15.2,0.329,4,5,0.8,NA,NA,5,5.4,NA,NA,4.4,14
1972-73,30,GSW,NBA,PG,11,NA,19.5,2.7,7.6,0.357,1.1,1.1,1,NA,NA,1.8,2.5,NA,NA,2.2,6.5
Career,NA,,NBA,,58,NA,27.2,4.6,11.2,0.413,2.6,3.5,0.738,NA,NA,2.9,4.2,NA,NA,3,11.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,24,NA,22.7,4,9.3,0.424,2,3,0.681,NA,NA,2.8,3.8,NA,NA,2.9,10
3 seasons,NA,ATL,NBA,,23,NA,35.5,6.2,14.8,0.419,3.8,5.1,0.746,NA,NA,3.6,5.4,NA,NA,3.6,16.3
1 season,NA,GSW,NBA,,11,NA,19.5,2.7,7.6,0.357,1.1,1.1,1,NA,NA,1.8,2.5,NA,NA,2.2,6.5
