Season,Team,Lg,Salary
2002-03,Los Angeles Clippers,NBA,"$512,435"
2003-04,Detroit Pistons,NBA,"$638,679"
2004-05,Indiana Pacers,NBA,"$79,029"
Career,(may be incomplete),,"$1,230,143"
