,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1975-76,18,ALABAMA,28,320,61,123,,,8,13,,58,,,,,,130,.496,,.615,11.4,4.6,2.1,
1976-77,19,ALABAMA,30,463,73,183,,,11,20,,65,,,,,,157,.399,,.550,15.4,5.2,2.2,
1977-78,20,ALABAMA,18,283,44,128,,,13,22,,38,,,,,,101,.344,,.591,15.7,5.6,2.1,
1979-80,22,UAB,29,1008,188,359,,,153,185,,209,,,,,,529,.524,,.827,34.8,18.2,7.2,
Career,,,105,2074,366,793,,,185,240,,370,,,,,,917,.462,,.771,19.8,8.7,3.5,
