Season,Team,Lg,Salary
1999-00,Washington Wizards,NBA,"$301,875"
2000-01,Washington Wizards,NBA,"$423,500"
2001-02,Seattle SuperSonics,NBA,"$4,539,000"
2002-03,Seattle SuperSonics,NBA,"$4,992,900"
2003-04,Seattle SuperSonics,NBA,"$5,446,800"
2004-05,Dallas Mavericks,NBA,"$5,900,700"
2005-06,Milwaukee Bucks,NBA,"$6,354,600"
2005-06,Washington Wizards,NBA,"$900,498"
2006-07,Milwaukee Bucks,NBA,"$6,629,891"
2006-07,Washington Wizards,NBA,"$998,967"
2007-08,Philadelphia 76ers,NBA,"$1,103,225"
2008-09,Sacramento Kings,NBA,"$1,319,651"
Career,(may be incomplete),,"$38,911,607"
