,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1969-70,19,EVANSVILLE,26,,169,334,,,81,112,,171,,,,,,419,.506,,.723,,16.1,6.6,
1970-71,20,EVANSVILLE,30,,203,383,,,139,171,,185,,,,,,545,.530,,.813,,18.2,6.2,
1971-72,21,EVANSVILLE,28,,159,352,,,144,181,,172,,,,,,462,.452,,.796,,16.5,6.1,
Career,,,84,,531,1069,,,364,464,,528,,,,,,1426,.497,,.784,,17.0,6.3,
