Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,24,ATL,NBA,PF,4,0,20,5,10,0.5,0,1,0,5,9,0.556,0.5,3,4,0.75,1,6,7,1,0,0,0,2,13
2013-14,25,ATL,NBA,PF,7,0,146,23,63,0.365,10,31,0.323,13,32,0.406,0.444,10,14,0.714,3,15,18,3,1,0,2,11,66
2014-15,26,ATL,NBA,PF,11,0,172,21,55,0.382,4,26,0.154,17,29,0.586,0.418,4,4,1,16,30,46,5,5,0,7,16,50
2015-16,27,ATL,NBA,PF,10,0,161,25,40,0.625,8,16,0.5,17,24,0.708,0.725,7,8,0.875,5,27,32,5,3,3,8,20,65
2017-18,29,WAS,NBA,PF,6,0,126,26,41,0.634,7,11,0.636,19,30,0.633,0.72,6,6,1,6,15,21,4,2,1,5,10,65
2018-19,30,PHI,NBA,PF,10,0,193,21,47,0.447,12,34,0.353,9,13,0.692,0.574,2,2,1,4,30,34,5,3,0,7,22,56
Career,NA,,NBA,,48,0,818,121,256,0.473,41,119,0.345,80,137,0.584,0.553,32,38,0.842,35,123,158,23,14,4,29,81,315
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ATL,NBA,,32,0,499,74,168,0.44,22,74,0.297,52,94,0.553,0.506,24,30,0.8,25,78,103,14,9,3,17,49,194
1 season,NA,PHI,NBA,,10,0,193,21,47,0.447,12,34,0.353,9,13,0.692,0.574,2,2,1,4,30,34,5,3,0,7,22,56
1 season,NA,WAS,NBA,,6,0,126,26,41,0.634,7,11,0.636,19,30,0.633,0.72,6,6,1,6,15,21,4,2,1,5,10,65
