,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,24,ATL,NBA,PF,40,376,,,9%,45%,46%,-6.4,-7.7,11,5,19,2,25,1,30,2,15
2013-14,25,ATL,NBA,PF,80,1482,,,7%,90%,3%,-6.2,-9.4,28,29,52,15,62,3,177,18,27
2014-15,26,ATL,NBA,PF,68,1123,,,2%,97%,,+1.2,-6.5,14,11,46,7,37,1,183,6,16
2015-16,27,ATL,NBA,PF,75,1146,,,3%,96%,1%,+5.2,+2.1,15,14,46,6,31,4,183,5,12
2016-17,28,ATL,NBA,PF,18,195,,,5%,92%,3%,-10.6,-9.8,4,3,7,1,0,2,40,0,3
2017-18,29,WAS,NBA,PF,76,1406,,,,92%,8%,-1.3,-3.2,27,23,77,17,40,4,192,12,16
2018-19,30,TOT,NBA,PF,79,1395,,,31%,67%,3%,+1.3,-0.8,20,7,85,11,12,1,151,1,21
2018-19,30,LAC,NBA,PF,52,748,,,24%,74%,2%,+2.2,+1.4,11,5,43,7,7,1,98,0,13
2018-19,30,PHI,NBA,PF,27,647,,,39%,58%,3%,+0.4,-3.1,9,2,42,4,5,0,53,1,8
2019-20,31,PHI,NBA,PF,63,1119,,,29%,68%,3%,+5.4,+5.1,14,5,40,5,9,3,110,1,7
Career,,,NBA,,499,8242,,,12%,83%,5%,0.0,-2.8,133,97,372,64,216,19,1066,45,117
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ATL,NBA,,281,4322,,,5%,90%,5%,-1.5,-5.5,72,62,170,31,155,11,613,31,73
2 seasons,,PHI,NBA,,90,1766,,,33%,64%,3%,+3.6,+2.1,23,7,82,9,14,3,163,2,15
1 season,,WAS,NBA,,76,1406,,,,92%,8%,-1.3,-3.2,27,23,77,17,40,4,192,12,16
1 season,,LAC,NBA,,52,748,,,24%,74%,2%,+2.2,+1.4,11,5,43,7,7,1,98,0,13
