,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2013-14,19,LSU,32,837,121,257,27,81,62,90,56,146,29,27,22,52,78,331,.471,.333,.689,26.2,10.3,4.6,0.9
2014-15,20,LSU,33,1159,202,397,14,52,140,203,98,305,59,38,23,92,92,558,.509,.269,.690,35.1,16.9,9.2,1.8
Career,,,65,1996,323,654,41,133,202,293,154,451,88,65,45,144,170,889,.494,.308,.689,30.7,13.7,6.9,1.4
