,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,27,DET,NBA,SF,10,361,,29%,70%,1%,,+2.9,+12.6,12,9,9,5,27,0,104,8,13
2004-05,30,DAL,NBA,SG,13,403,,70%,29%,1%,,-3.9,-4.9,12,5,8,3,23,0,76,3,14
2005-06,31,DAL,NBA,SG,22,711,,42%,55%,3%,,+5.7,+3.7,12,8,10,14,16,1,128,4,12
2006-07,32,DAL,NBA,SF,6,169,,64%,36%,,,-7.9,-0.9,7,7,4,2,10,0,34,0,5
2007-08,33,DAL,NBA,SG,5,102,,76%,24%,,,-17.9,-13.1,2,3,2,2,3,0,14,1,4
2009-10,35,MIL,NBA,SG,7,144,,80%,20%,,,+2.6,+12.3,3,2,1,0,8,0,19,0,5
2012-13,38,BRK,NBA,SF,4,28,,3%,95%,2%,,-14.5,-17.9,1,1,0,0,2,0,0,0,1
Career,,,NBA,,67,1918,,52%,47%,2%,,+0.2,+2.6,49,35,34,26,89,1,375,16,54
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DAL,NBA,,46,1385,,56%,42%,2%,,-0.5,-0.6,33,23,24,21,52,1,252,8,35
1 season,,DET,NBA,,10,361,,29%,70%,1%,,+2.9,+12.6,12,9,9,5,27,0,104,8,13
1 season,,MIL,NBA,,7,144,,80%,20%,,,+2.6,+12.3,3,2,1,0,8,0,19,0,5
1 season,,BRK,NBA,,4,28,,3%,95%,2%,,-14.5,-17.9,1,1,0,0,2,0,0,0,1
