Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Tracy Jackson,,1.7,0.7,0,NA
Bobby Washington,88.6,1.5,0.7,0,NA
Ollie Mack,85.1,1.6,1,-0.1,NA
Mike Flynn,84.6,1.7,0.8,0.3,NA
Jerry Eaves,81.1,2,0.7,0,-0.1
Jerry Rullo,79.8,1.5,0.6,0,-0.1
Bernard Robinson,76.5,1.7,0.3,0.1,NA
Rod Foster,75.7,1.6,0.9,-0.3,NA
Sean Kilpatrick,75.3,1.4,1,0.1,0.1
Patrick McCaw,74.8,1.7,0.6,0.5,NA
Alexey Shved,73.8,2.2,0.8,0.2,NA
