,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1981-82,22,TOT,NBA,,7,14,0,,7,,4,5,,,4,3,,,,,17,
1981-82,22,BOS,NBA,,2,5,0,,2,,2,2,,,3,1,,,,,4,
1981-82,22,CHI,NBA,,7,14,0,0,7,14,4,5,,,4,3,,,,5,17,
1982-83,23,CHI,NBA,,7,14,1,,7,,7,9,,,7,5,,,,5,17,
1983-84,24,IND,NBA,,1,3,0,0,1,3,2,2,1,0,1,0,0,0,1,2,4,2.3
Career,,,,,7,14,1,,7,,7,9,,,7,5,,,,,17,
2 Seasons,,CHI,NBA,,7,14,1,,7,,7,9,,,7,5,,,,5,17,
1 Season,,BOS,NBA,,2,5,0,,2,,2,2,,,3,1,,,,,4,
1 Season,,IND,NBA,,1,3,0,0,1,3,2,2,1,0,1,0,0,0,1,2,4,2.3
