,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1973-74,20,UTS,ABA,,8,,2,,,,7,11,,,,,,,,,16,
1974-75,21,UTS,ABA,,10,,0,,,,3,4,,,,,,,,,21,
1975-76,22,SEA,NBA,,13,,,,,,7,11,,,,,,,,,29,
1976-77,23,SEA,NBA,,16,,,,,,10,13,,,,,,,,,38,
1977-78,24,SEA,NBA,,10,,,,,,8,12,,,,,,,,,28,
Career,,,TOT,,16,,,,,,10,13,,,,,,,,,38,
,,,NBA,,16,,,,,,10,13,,,,,,,,,38,
,,,ABA,,10,,2,,,,7,11,,,,,,,,,21,
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,SEA,NBA,,16,,,,,,10,13,,,,,,,,,38,
2 Seasons,,UTS,ABA,,10,,2,,,,7,11,,,,,,,,,21,
