Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,23,WSB,NBA,PF,76,NA,995,8.7,17.9,0.486,NA,NA,NA,8.7,17.9,0.486,2.7,5.2,0.522,4.3,9.4,13.7,1.8,1.6,1.5,NA,6,20.1,NA,NA,90
1975-76,24,WSB,NBA,PF,82,NA,2055,7.9,17.5,0.454,NA,NA,NA,7.9,17.5,0.454,4.7,7,0.672,3.1,9.4,12.5,2.5,0.9,2.4,NA,5.4,20.6,NA,NA,94
1976-77,25,TOT,NBA,PF,77,NA,2777,9.4,19.7,0.478,NA,NA,NA,9.4,19.7,0.478,5.2,7.1,0.73,4.1,9.5,13.6,2.3,1.1,0.6,NA,4.2,24,NA,NA,99
1976-77,25,WSB,NBA,PF,41,NA,1328,9,18.8,0.478,NA,NA,NA,9,18.8,0.478,4.4,6.4,0.677,4.1,8.4,12.5,1.5,1,0.6,NA,4.2,22.4,NA,NA,99
1976-77,25,ATL,NBA,PF,36,NA,1449,9.8,20.5,0.478,NA,NA,NA,9.8,20.5,0.478,5.9,7.6,0.772,4.2,10.4,14.6,3.1,1.2,0.6,NA,4.1,25.5,NA,NA,100
1977-78,26,NOJ,NBA,PF,82,NA,3638,9.1,20.5,0.444,NA,NA,NA,9.1,20.5,0.444,4.5,7,0.64,3.6,12.1,15.7,2.1,0.9,1,3.7,3.2,22.7,NA,96,98
1978-79,27,TOT,NBA,PF,69,NA,2537,9.9,20.1,0.491,NA,NA,NA,9.9,20.1,0.491,5.6,8.1,0.701,3.4,10.6,14,2,0.8,1.3,4.1,3.6,25.4,NA,101,103
1978-79,27,NOJ,NBA,PF,43,NA,1781,9.9,20.3,0.485,NA,NA,NA,9.9,20.3,0.485,6.1,8.4,0.723,3.5,10.9,14.3,1.8,0.7,1.6,3.5,3.2,25.8,NA,104,103
1978-79,27,PHO,NBA,PF,26,NA,756,9.9,19.5,0.508,NA,NA,NA,9.9,19.5,0.508,4.6,7.2,0.642,3.3,9.9,13.2,2.3,1,0.7,5.3,4.4,24.4,NA,95,102
1979-80,28,PHO,NBA,PF,82,NA,2710,9.2,18,0.512,0,0,NA,9.2,18,0.512,5.5,8.2,0.667,3.6,9.4,13,2.4,1,1,4.2,4.4,23.9,NA,102,102
1980-81,29,PHO,NBA,PF,82,NA,3088,9.6,19,0.505,0,0,NA,9.6,19,0.505,3.7,5.9,0.629,3.2,8.5,11.7,3.1,1,0.6,3.7,3.3,22.9,NA,103,100
1981-82,30,PHO,NBA,PF,74,72,2745,10.2,19.8,0.513,0,0,1,10.2,19.8,0.513,4.5,6.5,0.687,3.5,9.1,12.7,3.1,0.7,0.5,3.5,3.8,24.8,NA,106,103
1982-83,31,NYK,NBA,PF,81,76,2426,6.6,14.4,0.462,0,0,NA,6.6,14.4,0.462,2.4,4.1,0.587,4.1,9.3,13.4,3,1.2,0.5,3.9,4.9,15.7,NA,93,99
1983-84,32,NYK,NBA,PF,65,63,2135,6.4,13.2,0.489,0,0,NA,6.4,13.2,0.489,3,4.7,0.646,3.9,8.5,12.4,2.1,1,0.6,3.6,4.9,15.9,NA,98,103
1984-85,33,NYK,NBA,PF,2,1,35,2.8,6.9,0.4,0,0,NA,2.8,6.9,0.4,0,2.8,0,8.3,4.1,12.4,4.1,2.8,4.1,6.9,4.1,5.5,NA,69,106
Career,NA,,NBA,,772,212,25141,8.8,18.3,0.483,0,0,1,8.8,18.3,0.483,4.3,6.5,0.662,3.6,9.7,13.4,2.5,1,0.9,2.9,4.1,22,NA,100,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,264,72,9299,9.7,19,0.51,0,0,1,9.7,19,0.51,4.5,6.9,0.659,3.4,9.1,12.5,2.8,0.9,0.7,4,3.9,23.9,NA,103,102
3 seasons,NA,WSB,NBA,,199,NA,4378,8.4,18,0.469,NA,NA,NA,8.4,18,0.469,4.2,6.4,0.646,3.7,9.1,12.8,2.1,1.1,1.6,NA,5.1,21,NA,NA,94
3 seasons,NA,NYK,NBA,,148,140,4596,6.5,13.8,0.474,0,0,NA,6.5,13.8,0.474,2.7,4.4,0.614,4,8.9,12.9,2.6,1.1,0.6,3.8,4.9,15.7,NA,95,101
2 seasons,NA,NOJ,NBA,,125,NA,5419,9.4,20.4,0.458,NA,NA,NA,9.4,20.4,0.458,5,7.4,0.671,3.6,11.7,15.2,2,0.8,1.2,3.6,3.2,23.7,NA,98,100
1 season,NA,ATL,NBA,,36,NA,1449,9.8,20.5,0.478,NA,NA,NA,9.8,20.5,0.478,5.9,7.6,0.772,4.2,10.4,14.6,3.1,1.2,0.6,NA,4.1,25.5,NA,NA,100
