Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,22,NOB,ABA,NA,20,137,11.5,0.397,0.043,0.1,NA,NA,14.1,4.5,8.7,21.5,NA,-0.2,0.2,0,-0.006
Career,NA,,ABA,NA,20,137,11.5,0.397,0.043,0.1,NA,NA,14.1,4.5,8.7,21.5,NA,-0.2,0.2,0,-0.006
