Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,24,DNR,ABA,C,1,NA,27:00,7,13,0.538,0,0,NA,0,0,NA,3,10,1,NA,NA,1,3,14
1975-76,31,DNA,ABA,PF,1,NA,20:00,6,11,0.545,0,0,NA,2,2,1,NA,4,0,NA,NA,NA,3,14
Career,NA,,ABA,,2,NA,47,13,24,0.542,0,0,NA,2,2,1,3,14,1,NA,NA,1,6,28
