Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,DNR,ABA,C,5,NA,160,5.2,11.3,0.46,0,0,NA,5.2,11.3,0.46,2.5,3.4,0.733,NA,NA,12.4,1.1,NA,NA,1.6,4.7,12.8
1968-69,24,DNR,ABA,C,7,NA,214,8.1,16,0.505,0,0.2,0,8.1,15.8,0.511,2.4,2.9,0.824,NA,NA,10.6,1.5,NA,NA,2.2,3.9,18.5
1969-70,25,DNR,ABA,C,12,NA,439,6.3,14.4,0.438,0.1,0.3,0.25,6.2,14.1,0.442,3,3.9,0.766,NA,NA,11.8,1.6,NA,NA,2,3.4,15.7
1971-72,27,DNR,ABA,C,7,NA,264,7.6,15.7,0.487,0.1,0.5,0.25,7.5,15.1,0.495,3.5,3.8,0.929,NA,NA,9.8,1.9,NA,NA,2,4,19
1972-73,28,DNR,ABA,C,4,NA,130,7.8,17.4,0.444,0,0,NA,7.8,17.4,0.444,3.6,4.7,0.765,5.3,5.5,10.8,1.4,NA,NA,2.5,4.4,19.1
1974-75,30,DNA,ABA,PF,13,NA,278,8.9,17.4,0.515,0,0,NA,8.9,17.4,0.515,3.1,3.6,0.857,2.7,3.8,6.5,2.3,0.5,0.4,2.7,5.7,21
1975-76,31,DNA,ABA,PF,13,NA,276,5.5,12.4,0.442,0,0.1,0,5.5,12.3,0.447,3.7,4.4,0.824,2.5,5,7.4,1.4,0.5,0.1,2.1,5.3,14.6
1976-77,32,DEN,NBA,PF,5,NA,29,3.7,11.2,0.333,NA,NA,NA,3.7,11.2,0.333,2.5,2.5,1,2.5,5,7.4,1.2,0,0,NA,6.2,9.9
Career,NA,,TOT,,66,NA,1790,7,14.8,0.469,0,0.2,0.2,6.9,14.6,0.473,3.1,3.8,0.819,3.1,4.6,9.8,1.6,0.5,0.2,2.1,4.4,17.1
,NA,,ABA,,61,NA,1761,7,14.9,0.471,0,0.2,0.2,7,14.7,0.475,3.1,3.8,0.817,3.1,4.6,9.8,1.7,0.5,0.3,2.1,4.4,17.2
,NA,,NBA,,5,NA,29,3.7,11.2,0.333,NA,NA,NA,3.7,11.2,0.333,2.5,2.5,1,2.5,5,7.4,1.2,0,0,NA,6.2,9.9
