,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,DNR,ABA,,13,,0,,,,10,11,,,,,,,,,29
1968-69,24,DNR,ABA,,13,,1,,,,9,11,,,,,,,,,31
1969-70,25,DNR,ABA,,13,,0,,,,9,10,,,,,,,,,29
1970-71,26,DNR,ABA,,16,,2,,,,8,8,,,,,,,,,36
1971-72,27,DNR,ABA,,10,,0,,,,7,8,,,,,,,,,23
1972-73,28,DNR,ABA,,11,,1,,,,7,8,,,,,,,,,26
1973-74,29,DNR,ABA,,12,,0,,,,6,10,,,,,,,,,24
1974-75,30,DNA,ABA,,11,,0,,,,6,7,,,,,,,,,26
1975-76,31,DNA,ABA,,10,,1,,,,8,8,,,,,,,,,22
1976-77,32,DEN,NBA,,7,,,,,,4,4,,,5,3,,,,,16
Career,,,TOT,,16,,,,,,10,11,,,,,,,,,36
,,,NBA,,7,,,,,,4,4,,,5,3,,,,,16
,,,ABA,,16,,2,,,,10,11,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,
