,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,DNR,ABA,,9,,0,,,,5,6,,,,,,,,,23
1968-69,24,DNR,ABA,,10,,0,,,,3,4,,,,,,,,,23
1969-70,25,DNR,ABA,,11,,1,,,,7,9,,,,,,,,,25
1970-71,26,DNR,ABA,,4,9,0,0,4,9,0,3,3,5,8,2,,0,0,1,8
1971-72,27,DNR,ABA,,12,,1,,,,6,7,,,,,,,,,28
1972-73,28,DNR,ABA,,11,,0,,,,5,7,,,,,,,,,25
1973-74,29,DNR,ABA,,9,16,0,0,9,16,0,0,3,5,8,0,2,0,1,1,18
1974-75,30,DNA,ABA,,10,,0,,,,4,5,,,,,,,,,23
1975-76,31,DNA,ABA,,5,,0,,,,8,9,,,,,,,,,16
1976-77,32,DEN,NBA,,3,4,,,,,2,2,1,2,3,1,0,0,,2,6
Career,,,TOT,,12,,,,,,8,9,,,,,,,,,28
,,,NBA,,3,4,,,,,2,2,1,2,3,1,0,0,,2,6
,,,ABA,,12,,1,,,,8,9,,,,,,,,,28
,,,,,,,,,,,,,,,,,,,,,
