Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22,ATL,NBA,PG,72,NA,941,183,392,0.467,135,163,0.828,NA,NA,140,121,NA,NA,NA,124,501
1971-72,24,CLE,NBA,PG,68,NA,2434,394,849,0.464,260,342,0.76,NA,NA,276,456,NA,NA,NA,213,1048
1972-73,25,SEA,NBA,PG,73,NA,1403,191,435,0.439,100,140,0.714,NA,NA,174,247,NA,NA,NA,139,482
1973-74,26,GSW,NBA,PG,79,NA,2134,316,617,0.512,173,234,0.739,136,253,389,300,105,9,NA,241,805
1974-75,27,GSW,NBA,PG,82,NA,2521,408,773,0.528,232,279,0.832,116,200,316,345,132,11,NA,297,1048
1975-76,28,TOT,NBA,PG,75,NA,1704,228,496,0.46,144,192,0.75,103,207,310,218,81,8,NA,216,600
1975-76,28,CLE,NBA,PG,15,NA,255,35,90,0.389,27,37,0.73,14,29,43,45,10,2,NA,36,97
1975-76,28,NYK,NBA,PG,60,NA,1449,193,406,0.475,117,155,0.755,89,178,267,173,71,6,NA,180,503
1976-77,29,NYK,NBA,PG,70,NA,1082,148,293,0.505,75,109,0.688,50,113,163,144,57,5,NA,137,371
1977-78,30,NYK,NBA,PG,79,NA,1979,308,614,0.502,129,160,0.806,76,188,264,339,117,3,154,201,745
1978-79,31,NYK,NBA,PG,7,NA,85,11,26,0.423,0,0,NA,1,9,10,19,7,0,10,13,22
Career,NA,,NBA,,605,NA,14283,2187,4495,0.487,1248,1619,0.771,482,970,2042,2189,499,36,164,1581,5622
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,216,NA,4595,660,1339,0.493,321,424,0.757,216,488,704,675,252,14,164,531,1641
2 seasons,NA,GSW,NBA,,161,NA,4655,724,1390,0.521,405,513,0.789,252,453,705,645,237,20,NA,538,1853
2 seasons,NA,CLE,NBA,,83,NA,2689,429,939,0.457,287,379,0.757,14,29,319,501,10,2,NA,249,1145
1 season,NA,SEA,NBA,,73,NA,1403,191,435,0.439,100,140,0.714,NA,NA,174,247,NA,NA,NA,139,482
1 season,NA,ATL,NBA,,72,NA,941,183,392,0.467,135,163,0.828,NA,NA,140,121,NA,NA,NA,124,501
