Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22,ATL,NBA,PG,72,NA,941,7,15,0.467,5.2,6.2,0.828,NA,NA,5.4,4.6,NA,NA,NA,4.7,19.2
1971-72,24,CLE,NBA,PG,68,NA,2434,5.8,12.6,0.464,3.8,5.1,0.76,NA,NA,4.1,6.7,NA,NA,NA,3.2,15.5
1972-73,25,SEA,NBA,PG,73,NA,1403,4.9,11.2,0.439,2.6,3.6,0.714,NA,NA,4.5,6.3,NA,NA,NA,3.6,12.4
1973-74,26,GSW,NBA,PG,79,NA,2134,5.3,10.4,0.512,2.9,3.9,0.739,2.3,4.3,6.6,5.1,1.8,0.2,NA,4.1,13.6
1974-75,27,GSW,NBA,PG,82,NA,2521,5.8,11,0.528,3.3,4,0.832,1.7,2.9,4.5,4.9,1.9,0.2,NA,4.2,15
1975-76,28,TOT,NBA,PG,75,NA,1704,4.8,10.5,0.46,3,4.1,0.75,2.2,4.4,6.5,4.6,1.7,0.2,NA,4.6,12.7
1975-76,28,CLE,NBA,PG,15,NA,255,4.9,12.7,0.389,3.8,5.2,0.73,2,4.1,6.1,6.4,1.4,0.3,NA,5.1,13.7
1975-76,28,NYK,NBA,PG,60,NA,1449,4.8,10.1,0.475,2.9,3.9,0.755,2.2,4.4,6.6,4.3,1.8,0.1,NA,4.5,12.5
1976-77,29,NYK,NBA,PG,70,NA,1082,4.9,9.7,0.505,2.5,3.6,0.688,1.7,3.8,5.4,4.8,1.9,0.2,NA,4.6,12.3
1977-78,30,NYK,NBA,PG,79,NA,1979,5.6,11.2,0.502,2.3,2.9,0.806,1.4,3.4,4.8,6.2,2.1,0.1,2.8,3.7,13.6
1978-79,31,NYK,NBA,PG,7,NA,85,4.7,11,0.423,0,0,NA,0.4,3.8,4.2,8,3,0,4.2,5.5,9.3
Career,NA,,NBA,,605,NA,14283,5.5,11.3,0.487,3.1,4.1,0.771,1.8,3.7,5.1,5.5,1.9,0.1,2.9,4,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,216,NA,4595,5.2,10.5,0.493,2.5,3.3,0.757,1.7,3.8,5.5,5.3,2,0.1,2.9,4.2,12.9
2 seasons,NA,GSW,NBA,,161,NA,4655,5.6,10.7,0.521,3.1,4,0.789,1.9,3.5,5.5,5,1.8,0.2,NA,4.2,14.3
2 seasons,NA,CLE,NBA,,83,NA,2689,5.7,12.6,0.457,3.8,5.1,0.757,2,4.1,4.3,6.7,1.4,0.3,NA,3.3,15.3
1 season,NA,SEA,NBA,,73,NA,1403,4.9,11.2,0.439,2.6,3.6,0.714,NA,NA,4.5,6.3,NA,NA,NA,3.6,12.4
1 season,NA,ATL,NBA,,72,NA,941,7,15,0.467,5.2,6.2,0.828,NA,NA,5.4,4.6,NA,NA,NA,4.7,19.2
