Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22,ATL,NBA,PG,72,,13.1,2.5,5.4,.467,1.9,2.3,.828,,,1.9,1.7,,,,1.7,7.0
1970-71,23,Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army),Did Not Play (military service—U.S. Army)
1971-72,24,CLE,NBA,PG,68,,35.8,5.8,12.5,.464,3.8,5.0,.760,,,4.1,6.7,,,,3.1,15.4
1972-73,25,SEA,NBA,PG,73,,19.2,2.6,6.0,.439,1.4,1.9,.714,,,2.4,3.4,,,,1.9,6.6
1973-74,26,GSW,NBA,PG,79,,27.0,4.0,7.8,.512,2.2,3.0,.739,1.7,3.2,4.9,3.8,1.3,0.1,,3.1,10.2
1974-75,27,GSW,NBA,PG,82,,30.7,5.0,9.4,.528,2.8,3.4,.832,1.4,2.4,3.9,4.2,1.6,0.1,,3.6,12.8
1975-76,28,TOT,NBA,PG,75,,22.7,3.0,6.6,.460,1.9,2.6,.750,1.4,2.8,4.1,2.9,1.1,0.1,,2.9,8.0
1975-76,28,CLE,NBA,PG,15,,17.0,2.3,6.0,.389,1.8,2.5,.730,0.9,1.9,2.9,3.0,0.7,0.1,,2.4,6.5
1975-76,28,NYK,NBA,PG,60,,24.2,3.2,6.8,.475,2.0,2.6,.755,1.5,3.0,4.5,2.9,1.2,0.1,,3.0,8.4
1976-77,29,NYK,NBA,PG,70,,15.5,2.1,4.2,.505,1.1,1.6,.688,0.7,1.6,2.3,2.1,0.8,0.1,,2.0,5.3
1977-78,30,NYK,NBA,PG,79,,25.1,3.9,7.8,.502,1.6,2.0,.806,1.0,2.4,3.3,4.3,1.5,0.0,1.9,2.5,9.4
1978-79,31,NYK,NBA,PG,7,,12.1,1.6,3.7,.423,0.0,0.0,,0.1,1.3,1.4,2.7,1.0,0.0,1.4,1.9,3.1
Career,NA,,NBA,,605,,23.6,3.6,7.4,.487,2.1,2.7,.771,1.2,2.5,3.4,3.6,1.3,0.1,1.9,2.6,9.3
,NA,,,,,,,,,,,,,,,,,,,,,
4 seasons,NA,NYK,NBA,,216,,21.3,3.1,6.2,.493,1.5,2.0,.757,1.0,2.3,3.3,3.1,1.2,0.1,1.9,2.5,7.6
2 seasons,NA,GSW,NBA,,161,,28.9,4.5,8.6,.521,2.5,3.2,.789,1.6,2.8,4.4,4.0,1.5,0.1,,3.3,11.5
2 seasons,NA,CLE,NBA,,83,,32.4,5.2,11.3,.457,3.5,4.6,.757,0.9,1.9,3.8,6.0,0.7,0.1,,3.0,13.8
1 season,NA,SEA,NBA,,73,,19.2,2.6,6.0,.439,1.4,1.9,.714,,,2.4,3.4,,,,1.9,6.6
1 season,NA,ATL,NBA,,72,,13.1,2.5,5.4,.467,1.9,2.3,.828,,,1.9,1.7,,,,1.7,7.0
