Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,22,BOS,NBA,SG,53,504,15,0.442,0.237,NA,NA,NA,NA,NA,0.3,0.3,0.6,0.053
1955-56,23,BOS,NBA,SF,63,703,14.8,0.439,0.332,NA,NA,NA,NA,NA,0.3,0.5,0.8,0.057
1956-57,24,TOT,NBA,SF,63,1013,16,0.429,0.306,NA,NA,NA,NA,NA,0.5,1.2,1.6,0.078
1956-57,24,BOS,NBA,SF,21,233,13.4,0.397,0.271,NA,NA,NA,NA,NA,-0.2,0.4,0.3,0.052
1956-57,24,SYR,NBA,SF,42,780,16.8,0.437,0.316,NA,NA,NA,NA,NA,0.6,0.8,1.4,0.086
1957-58,25,SYR,NBA,SF,67,1001,15.8,0.442,0.295,NA,NA,NA,NA,NA,1,1,2,0.094
1958-59,26,SYR,NBA,SF,71,1053,14.7,0.437,0.258,NA,NA,NA,NA,NA,0.5,1.1,1.7,0.076
1959-60,27,SYR,NBA,SF,7,70,6,0.337,0.195,NA,NA,NA,NA,NA,-0.2,0.1,-0.2,-0.113
Career,NA,,NBA,,324,4344,15.2,0.435,0.287,NA,NA,NA,NA,NA,2.3,4.2,6.5,0.072
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SYR,NBA,,187,2904,15.5,0.436,0.285,NA,NA,NA,NA,NA,1.9,3,4.9,0.08
3 seasons,NA,BOS,NBA,,137,1440,14.6,0.433,0.29,NA,NA,NA,NA,NA,0.4,1.2,1.6,0.055
