Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,BOS,NBA,SG,53,NA,504,101,253,0.399,45,60,0.75,146,30,60,247
1955-56,23,BOS,NBA,SF,63,NA,703,145,373,0.389,85,124,0.685,182,42,87,375
1956-57,24,TOT,NBA,SF,63,NA,1013,210,571,0.368,136,175,0.777,262,49,117,556
1956-57,24,BOS,NBA,SF,21,NA,233,41,118,0.347,23,32,0.719,75,8,23,105
1956-57,24,SYR,NBA,SF,42,NA,780,169,453,0.373,113,143,0.79,187,41,94,451
1957-58,25,SYR,NBA,SF,67,NA,1001,228,579,0.394,123,171,0.719,243,42,125,579
1958-59,26,SYR,NBA,SF,71,NA,1053,240,612,0.392,115,158,0.728,266,67,174,595
1959-60,27,SYR,NBA,SF,7,NA,70,13,41,0.317,4,8,0.5,14,3,7,30
Career,NA,,NBA,,324,NA,4344,937,2429,0.386,508,696,0.73,1113,233,570,2382
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SYR,NBA,,187,NA,2904,650,1685,0.386,355,480,0.74,710,153,400,1655
3 seasons,NA,BOS,NBA,,137,NA,1440,287,744,0.386,153,216,0.708,403,80,170,727
