,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1988-89,22,IND,NBA,,3,7,1,2,3,6,4,4,2,2,3,6,2,2,4,5,8,9.6
1990-91,24,MIL,NBA,,2,2,0,0,2,2,2,2,0,0,0,1,0,0,0,0,6,6.1
Career,,,,,3,7,1,2,3,6,4,4,2,2,3,6,2,2,4,5,8,9.6
1 Season,,IND,NBA,,3,7,1,2,3,6,4,4,2,2,3,6,2,2,4,5,8,9.6
1 Season,,MIL,NBA,,2,2,0,0,2,2,2,2,0,0,0,1,0,0,0,0,6,6.1
