Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,23,TOT,NBA,C,63,39,1196,4.7,8.2,0.575,0,0,0,4.7,8.2,0.577,2,3.6,0.551,4.3,6.8,11.1,1.3,0.6,0.7,1.4,4.8,11.4
2014-15,23,HOU,NBA,C,25,12,393,4.1,7.6,0.542,0,0.1,0,4.1,7.5,0.549,1.4,2.7,0.517,5.3,6.3,11.6,0.7,0.5,0.2,1.7,5.1,9.6
2014-15,23,LAL,NBA,C,38,27,803,5,8.5,0.589,0,0,NA,5,8.5,0.589,2.2,4,0.562,3.8,7,10.8,1.5,0.6,1,1.3,4.6,12.3
2015-16,24,LAL,NBA,C,39,0,496,4.1,7.5,0.548,0,0,NA,4.1,7.5,0.548,1.4,3.3,0.422,3.2,8.2,11.4,1.2,1,1.3,1.6,5.7,9.7
2016-17,25,LAL,NBA,C,67,16,1091,4.9,9.7,0.51,0,0.1,0.5,4.9,9.6,0.51,2.7,3.6,0.752,4.8,6.6,11.3,1.3,1,1.5,1.9,5.7,12.6
2017-18,26,HOU,NBA,C,51,2,536,5,8.5,0.591,0.1,0.7,0.091,5,7.8,0.638,1.9,4.2,0.46,4.2,6.7,10.9,0.9,1.4,2,2.4,7.2,12.1
Career,NA,,NBA,,220,57,3319,4.8,8.7,0.55,0,0.2,0.143,4.7,8.5,0.557,2.1,3.6,0.582,4.3,6.9,11.2,1.2,0.9,1.3,1.8,5.6,11.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,144,43,2390,4.8,8.9,0.543,0,0,0.5,4.8,8.8,0.543,2.3,3.7,0.621,4.1,7.1,11.2,1.3,0.8,1.3,1.6,5.3,11.9
2 seasons,NA,HOU,NBA,,76,14,929,4.7,8.1,0.571,0,0.5,0.083,4.6,7.7,0.601,1.7,3.6,0.478,4.7,6.5,11.2,0.8,1,1.2,2.1,6.3,11
