,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,23,TOT,NBA,C,63,1196,,,,31%,69%,-2.8,-1.2,7,18,79,15,51,3,99,8,29
2014-15,23,HOU,NBA,C,25,393,,,,7%,93%,-1.8,-6.0,4,5,26,8,13,0,23,1,11
2014-15,23,LAL,NBA,C,38,803,,,,44%,56%,-3.3,+4.8,3,13,53,7,38,3,76,7,18
2015-16,24,LAL,NBA,C,39,496,,,,2%,98%,+1.0,+12.9,1,14,40,5,19,3,39,1,9
2016-17,25,LAL,NBA,C,67,1091,,,,10%,90%,-1.7,+7.7,18,17,106,15,56,2,94,17,32
2017-18,26,HOU,NBA,C,51,536,,,4%,14%,83%,-7.2,-18.3,12,8,59,6,32,2,32,11,10
Career,,,NBA,,220,3319,,,1%,17%,82%,-2.6,+1.0,38,57,284,41,158,10,264,37,80
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,144,2390,,,,20%,80%,-1.7,+7.8,22,44,199,27,113,8,209,25,59
2 seasons,,HOU,NBA,,76,929,,,2%,11%,87%,-4.9,-13.1,16,13,85,14,45,2,55,12,21
