,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,24,SAA,ABA,,8,,3,,,,2,3,,,,,,,,,16
1976-77,25,SAS,NBA,,4,,,,,,8,8,,,,,,,,,16
Career,,,TOT,,8,,,,,,8,8,,,,,,,,,16
,,,NBA,,4,,,,,,8,8,,,,,,,,,16
,,,ABA,,8,,3,,,,2,3,,,,,,,,,16
,,,,,,,,,,,,,,,,,,,,,
