Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,LAL,NBA,PF,44,NA,8.6,1.2,2.5,0.5,NA,NA,NA,1.2,2.5,0.5,0.5,0.3,0.3,1,NA,NA,1.6,0.7,NA,1,2.8
1968-69,24,ATL,NBA,PF,25,NA,5.6,1.5,2.7,0.552,NA,NA,NA,1.5,2.7,0.552,0.552,0.1,0.2,0.4,NA,NA,1.2,0.3,NA,0.8,3
1969-70,25,PTP,ABA,PF,72,NA,18.5,2.6,5.2,0.507,0,0,0,2.6,5.2,0.508,0.507,1.1,1.4,0.76,1.4,3.3,4.7,1,1.3,2,6.3
1970-71,26,KEN,ABA,PF,3,NA,3.7,0.3,0.7,0.5,0,0,NA,0.3,0.7,0.5,0.5,0.3,0.3,1,0,0.3,0.3,0.3,1,0.3,1
Career,NA,,TOT,,144,NA,12.9,2,3.8,0.511,0,0,0,2,3.8,0.512,0.511,0.6,0.8,0.773,1.4,3.2,3.1,0.8,1.3,1.5,4.6
,NA,,ABA,,75,NA,17.9,2.5,5,0.507,0,0,0,2.5,5,0.508,0.507,1,1.3,0.762,1.4,3.2,4.5,1,1.3,1.9,6.1
,NA,,NBA,,69,NA,7.5,1.3,2.5,0.52,NA,NA,NA,1.3,2.5,0.52,0.52,0.2,0.3,0.833,NA,NA,1.5,0.6,NA,0.9,2.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PTP,ABA,,72,NA,18.5,2.6,5.2,0.507,0,0,0,2.6,5.2,0.508,0.507,1.1,1.4,0.76,1.4,3.3,4.7,1,1.3,2,6.3
1 season,NA,LAL,NBA,,44,NA,8.6,1.2,2.5,0.5,NA,NA,NA,1.2,2.5,0.5,0.5,0.3,0.3,1,NA,NA,1.6,0.7,NA,1,2.8
1 season,NA,ATL,NBA,,25,NA,5.6,1.5,2.7,0.552,NA,NA,NA,1.5,2.7,0.552,0.552,0.1,0.2,0.4,NA,NA,1.2,0.3,NA,0.8,3
1 season,NA,KEN,ABA,,3,NA,3.7,0.3,0.7,0.5,0,0,NA,0.3,0.7,0.5,0.5,0.3,0.3,1,0,0.3,0.3,0.3,1,0.3,1
