Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,LAL,NBA,PF,44,NA,378,54,108,0.5,NA,NA,NA,54,108,0.5,0.5,13,13,1,NA,NA,72,30,NA,46,121
1968-69,24,ATL,NBA,PF,25,NA,141,37,67,0.552,NA,NA,NA,37,67,0.552,0.552,2,5,0.4,NA,NA,29,8,NA,19,76
1969-70,25,PTP,ABA,PF,72,NA,1331,190,375,0.507,0,1,0,190,374,0.508,0.507,76,100,0.76,104,236,340,73,96,144,456
1970-71,26,KEN,ABA,PF,3,NA,11,1,2,0.5,0,0,NA,1,2,0.5,0.5,1,1,1,0,1,1,1,3,1,3
Career,NA,,TOT,,144,NA,1861,282,552,0.511,0,1,0,282,551,0.512,0.511,92,119,0.773,104,237,442,112,99,210,656
,NA,,ABA,,75,NA,1342,191,377,0.507,0,1,0,191,376,0.508,0.507,77,101,0.762,104,237,341,74,99,145,459
,NA,,NBA,,69,NA,519,91,175,0.52,NA,NA,NA,91,175,0.52,0.52,15,18,0.833,NA,NA,101,38,NA,65,197
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PTP,ABA,,72,NA,1331,190,375,0.507,0,1,0,190,374,0.508,0.507,76,100,0.76,104,236,340,73,96,144,456
1 season,NA,LAL,NBA,,44,NA,378,54,108,0.5,NA,NA,NA,54,108,0.5,0.5,13,13,1,NA,NA,72,30,NA,46,121
1 season,NA,ATL,NBA,,25,NA,141,37,67,0.552,NA,NA,NA,37,67,0.552,0.552,2,5,0.4,NA,NA,29,8,NA,19,76
1 season,NA,KEN,ABA,,3,NA,11,1,2,0.5,0,0,NA,1,2,0.5,0.5,1,1,1,0,1,1,1,3,1,3
