Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,OAK,ABA,SG,16,NA,662,161,350,0.46,3,17,0.176,158,333,0.474,0.464,135,202,0.668,NA,NA,207,46,NA,NA,79,56,460
1970-71,24,INA,ABA,SG,11,NA,250,29,96,0.302,3,28,0.107,26,68,0.382,0.318,25,31,0.806,12,28,40,33,NA,NA,21,37,86
1971-72,25,FLO,ABA,SG,4,NA,171,22,59,0.373,5,15,0.333,17,44,0.386,0.415,26,33,0.788,NA,NA,52,22,NA,NA,19,17,75
1972-73,26,DNR,ABA,PG,5,NA,126,9,27,0.333,0,6,0,9,21,0.429,0.333,12,16,0.75,2,5,7,14,NA,NA,11,11,30
Career,NA,,ABA,,36,NA,1209,221,532,0.415,11,66,0.167,210,466,0.451,0.426,198,282,0.702,14,33,306,115,NA,NA,130,121,651
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,OAK,ABA,,16,NA,662,161,350,0.46,3,17,0.176,158,333,0.474,0.464,135,202,0.668,NA,NA,207,46,NA,NA,79,56,460
1 season,NA,INA,ABA,,11,NA,250,29,96,0.302,3,28,0.107,26,68,0.382,0.318,25,31,0.806,12,28,40,33,NA,NA,21,37,86
1 season,NA,DNR,ABA,,5,NA,126,9,27,0.333,0,6,0,9,21,0.429,0.333,12,16,0.75,2,5,7,14,NA,NA,11,11,30
1 season,NA,FLO,ABA,,4,NA,171,22,59,0.373,5,15,0.333,17,44,0.386,0.415,26,33,0.788,NA,NA,52,22,NA,NA,19,17,75
