,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,OAK,ABA,,14,,2,,,,13,19,,,,,,,,,38
1969-70,23,WSA,ABA,,18,,3,,,,12,15,,,,,,,,,46
1970-71,24,INA,ABA,,9,,4,,,,9,11,,,,,,,,,26
1971-72,25,FLO,ABA,,14,,6,,,,12,14,,,,,,,,,39
1972-73,26,DNR,ABA,,12,,3,,,,18,20,,,,,,,,,33
1973-74,27,DNR,ABA,,12,,3,,,,11,17,,,,,,,,,29
1974-75,28,SDA,ABA,,10,,3,,,,11,12,,,,,,,,,30
Career,,,,,18,,6,,,,18,20,,,,,,,,,46
2 Seasons,,DNR,ABA,,12,,3,,,,18,20,,,,,,,,,33
2 Seasons,,"OAK,WSA",ABA,,18,,3,,,,13,19,,,,,,,,,46
1 Season,,FLO,ABA,,14,,6,,,,12,14,,,,,,,,,39
1 Season,,INA,ABA,,9,,4,,,,9,11,,,,,,,,,26
1 Season,,SDA,ABA,,10,,3,,,,11,12,,,,,,,,,30
