Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,WSA,ABA,SG,1,NA,15:00,1,3,0.333,0,0,NA,2,2,1,NA,2,1,NA,NA,NA,2,4
1971-72,25,FLO,ABA,SG,1,NA,17:00,2,8,0.25,0,1,0,0,0,NA,2,9,1,NA,NA,2,4,4
1972-73,26,DNR,ABA,PG,1,NA,31:00,7,12,0.583,1,1,1,1,3,0.333,2,4,7,3,0,1,2,16
1973-74,27,DNR,ABA,SG,1,NA,24:00,3,15,0.2,0,5,0,0,1,0,1,2,3,1,0,4,2,6
Career,NA,,ABA,,4,NA,87,13,38,0.342,1,7,0.143,3,6,0.5,5,17,12,4,0,7,10,30
