Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,MNM,ABA,C,2,52,27.4,0.526,0,0.429,NA,NA,22.6,13.3,17.4,27.2,NA,0.1,0.2,0.3,0.283
1968-69,25,MMF,ABA,C,12,402,15.9,0.504,0,0.473,NA,NA,17.1,5.9,13.8,16.6,NA,0.4,0.4,0.7,0.087
Career,NA,,ABA,,14,454,17.2,0.508,0,0.465,NA,NA,17.8,6.7,14.5,17.8,NA,0.5,0.5,1,0.109
