Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Skip Thoren,,7,4.4,1.6
Emeka Okafor,90.9,7.1,4,1
Neal Walk,90.8,7.1,5.1,2.1
Nikola Peković,89.7,6.7,4.5,0.6
Manny Leaks,88.5,7.3,5.2,1.1
Rik Smits,87.6,6.6,4.3,2.9
Nikola Vučević,87.5,5.7,4.4,1.8
Gheorghe Mureșan,87.2,8,4.1,1.3
Jack Nichols,86.3,6.7,4.3,0.3
Fabricio Oberto,85.9,6.1,4.1,1.1
Elmore Smith,85.8,5.9,3.9,1.5
