,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,MNM,ABA,,9,,0,,,,6,9,,,,,,,23
1968-69,25,MMF,ABA,,15,,0,,,,9,13,,,,,,,33
1969-70,26,MMF,ABA,,10,,0,,,,8,13,,,,,,,28
Career,,,,,15,,0,,,,9,13,,,,,,,33
