,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,23,PHI,NBA,C,5,192,,,,,100%,-8.8,-2.8,2,4,8,1,7,0,4,1,5
2007-08,26,PHI,NBA,C,6,193,,,,,100%,-14.4,-17.2,4,0,7,1,9,2,6,1,4
2008-09,27,PHI,NBA,C,6,133,,,,,100%,-17.8,-14.9,1,4,10,1,1,2,7,0,1
2012-13,31,MIL,NBA,C,1,9,,,,,100%,-31.1,-15.5,2,0,3,0,2,0,0,0,0
2013-14,32,DAL,NBA,C,7,135,,,,,100%,-11.5,-14.7,1,2,8,1,7,0,0,1,6
Career,,,NBA,,25,662,,,,,100%,-13.1,-12.0,10,10,36,4,26,4,17,3,16
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHI,NBA,,17,518,,,,,100%,-13.2,-11.3,7,8,25,3,17,4,17,2,10
1 season,,DAL,NBA,,7,135,,,,,100%,-11.5,-14.7,1,2,8,1,7,0,0,1,6
1 season,,MIL,NBA,,1,9,,,,,100%,-31.1,-15.5,2,0,3,0,2,0,0,0,0
