Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,23,PHI,NBA,C,5,5,192,4.9,8.8,0.553,0,0,NA,4.9,8.8,0.553,1.1,2.8,0.4,3.4,8.6,12,0.4,0.4,1.3,1.7,3.6,10.9
2007-08,26,PHI,NBA,C,6,6,193,3.5,8.4,0.422,0,0,NA,3.5,8.4,0.422,3,3.5,0.842,3.7,6.9,10.6,0.6,0.4,1.9,1.9,3.2,10.1
2008-09,27,PHI,NBA,C,6,6,133,4.3,6.8,0.64,0,0,NA,4.3,6.8,0.64,0.8,1.1,0.75,2.7,10,12.7,0.8,0.5,2.4,1.6,6.5,9.5
2012-13,31,MIL,NBA,C,1,0,9,0,8,0,0,0,NA,0,8,0,4,16,0.25,4,8,12,0,4,0,8,12,4
2013-14,32,DAL,NBA,C,7,7,135,2.9,6.4,0.458,0,0,NA,2.9,6.4,0.458,2.7,4,0.667,6.1,9.6,15.7,0,0.5,2.7,1.1,4,8.5
Career,NA,,NBA,,25,24,662,3.9,7.8,0.503,0,0,NA,3.9,7.8,0.503,2,3.1,0.632,3.9,8.6,12.5,0.4,0.5,2,1.7,4.2,9.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHI,NBA,,17,17,518,4.2,8.1,0.521,0,0,NA,4.2,8.1,0.521,1.7,2.6,0.658,3.3,8.3,11.7,0.6,0.4,1.8,1.7,4.2,10.2
1 season,NA,DAL,NBA,,7,7,135,2.9,6.4,0.458,0,0,NA,2.9,6.4,0.458,2.7,4,0.667,6.1,9.6,15.7,0,0.5,2.7,1.1,4,8.5
1 season,NA,MIL,NBA,,1,0,9,0,8,0,0,0,NA,0,8,0,4,16,0.25,4,8,12,0,4,0,8,12,4
