Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,23,SEA,NBA,SG,33,NA,10.9,1.8,5.5,0.328,NA,NA,NA,1.8,5.5,0.328,0.328,0.7,0.9,0.759,NA,NA,1.1,1.8,NA,NA,NA,1.3,4.2
1972-73,24,SEA,NBA,SG,79,NA,29.4,6,13.1,0.455,NA,NA,NA,6,13.1,0.455,0.455,1.5,1.9,0.818,NA,NA,4,5.5,NA,NA,NA,2.9,13.5
1973-74,25,SEA,NBA,SG,82,NA,30.5,7,15,0.471,NA,NA,NA,7,15,0.471,0.471,2.4,2.8,0.863,1.4,3.5,4.9,5,1.7,0.2,NA,3.4,16.5
1974-75,26,SEA,NBA,SG,81,NA,33,9.1,19,0.48,NA,NA,NA,9.1,19,0.48,0.48,2.8,3.4,0.831,1.4,2.8,4.2,3.5,2.3,0.2,NA,2.8,21
1975-76,27,SEA,NBA,SG,76,NA,33.1,9.8,20,0.488,NA,NA,NA,9.8,20,0.488,0.488,3.6,4.1,0.869,1.5,2.7,4.2,2.7,1.9,0.2,NA,2.4,23.1
1976-77,28,SEA,NBA,SG,72,NA,29.1,7.4,15.5,0.479,NA,NA,NA,7.4,15.5,0.479,0.479,2.3,2.6,0.884,0.9,2.3,3.2,2.4,1.7,0.3,NA,1.9,17.2
1977-78,29,SEA,NBA,SG,72,NA,27.3,7.1,14.5,0.488,NA,NA,NA,7.1,14.5,0.488,0.488,2.4,2.7,0.898,0.8,1.8,2.6,3.3,1.5,0.3,2.3,2,16.6
1978-79,30,SEA,NBA,PG,77,NA,25.5,5.8,12.4,0.469,NA,NA,NA,5.8,12.4,0.469,0.469,2.4,2.7,0.888,0.5,1.7,2.2,3.4,1.5,0.3,2.1,1.8,14
1979-80,31,SEA,NBA,SG,80,NA,21.3,5.1,10.5,0.479,0.5,1.1,0.443,4.6,9.4,0.483,0.502,1.4,1.7,0.837,0.4,1.5,1.9,2.2,0.8,0.2,1.3,1.5,12
1980-81,32,SEA,NBA,SG,78,NA,25.5,6.5,13.3,0.488,0.3,0.8,0.359,6.2,12.4,0.496,0.499,2.2,2.7,0.832,0.7,1.6,2.2,3,1.1,0.2,1.7,1.8,15.5
1981-82,33,SEA,NBA,SG,82,2,21.8,4.8,10.5,0.455,0.3,0.9,0.325,4.5,9.6,0.468,0.47,1.4,1.6,0.86,0.5,1.2,1.7,2.9,0.8,0,1.2,1.4,11.2
1982-83,34,SEA,NBA,PG,80,1,17.9,4.6,8.9,0.52,0.2,0.4,0.438,4.5,8.5,0.523,0.529,0.7,0.9,0.806,0.4,0.8,1.2,3,0.7,0.2,1.4,1.2,10.2
1983-84,35,SEA,NBA,SG,71,1,15.9,3.6,7.1,0.51,0.1,0.5,0.265,3.5,6.6,0.528,0.519,1.1,1.2,0.895,0.2,0.7,0.9,2.7,0.7,0,1,1.2,8.5
Career,NA,,NBA,,963,4,25.4,6.2,13.1,0.478,0.3,0.8,0.373,6.1,12.7,0.48,0.482,2,2.3,0.858,0.8,1.9,2.7,3.3,1.4,0.2,1.6,2,14.6
