Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,BAL,NBA,SF,4,NA,153,24,51,0.471,7,11,0.636,NA,NA,18,12,NA,NA,13,55
1969-70,25,BAL,NBA,SF,7,NA,265,48,114,0.421,29,34,0.853,NA,NA,47,22,NA,NA,27,125
1970-71,26,BAL,NBA,SF,18,NA,750,147,319,0.461,76,93,0.817,NA,NA,145,56,NA,NA,54,370
1971-72,27,BAL,NBA,SF,6,NA,229,31,78,0.397,41,47,0.872,NA,NA,36,12,NA,NA,22,103
1973-74,29,BUF,NBA,SF,6,NA,121,22,47,0.468,7,9,0.778,5,14,19,8,2,0,17,51
1974-75,30,BUF,NBA,SF,7,NA,108,12,27,0.444,13,15,0.867,5,12,17,8,7,1,12,37
1976-77,32,CHI,NBA,SF,3,NA,53,8,13,0.615,0,1,0,0,1,1,2,0,0,6,16
Career,NA,,NBA,,51,NA,1679,292,649,0.45,173,210,0.824,10,27,283,120,9,1,151,757
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BAL,NBA,,35,NA,1397,250,562,0.445,153,185,0.827,NA,NA,246,102,NA,NA,116,653
2 seasons,NA,BUF,NBA,,13,NA,229,34,74,0.459,20,24,0.833,10,26,36,16,9,1,29,88
1 season,NA,CHI,NBA,,3,NA,53,8,13,0.615,0,1,0,0,1,1,2,0,0,6,16
