,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,BAL,NBA,,11,,9,10,,,,,,,,27
1967-68,23,BAL,NBA,,14,,9,12,,,,,,,,29
1968-69,24,BAL,NBA,,14,,10,13,,,,,,,,35
1969-70,25,BAL,NBA,,18,,9,11,,,,,,,,41
1970-71,26,BAL,NBA,,14,,13,13,,,,,,,,34
1971-72,27,BAL,NBA,,18,,11,13,,,,,,,,42
1972-73,28,HOU,NBA,,16,,11,14,,,,,,,,35
1973-74,29,TOT,NBA,,11,,8,9,,,,,,,,26
1973-74,29,HOU,NBA,,11,,8,8,,,,,,,,26
1973-74,29,BUF,NBA,,11,,8,9,,,,,,,,24
1974-75,30,BUF,NBA,,11,,10,12,,,,,,,,26
1975-76,31,TOT,NBA,,14,,7,9,,,,,,,,34
1975-76,31,BUF,NBA,,8,,7,8,,,,,,,,23
1975-76,31,CHI,NBA,,14,23,7,9,,,8,,,,5,34
1976-77,32,CHI,NBA,,9,16,4,4,,,5,5,,,5,18
Career,,,,,18,,13,14,,,,,,,,42
6 Seasons,,BAL,NBA,,18,,13,13,,,,,,,,42
2 Seasons,,HOU,NBA,,16,,11,14,,,,,,,,35
2 Seasons,,CHI,NBA,,14,23,7,9,,,8,,,,5,34
3 Seasons,,BUF,NBA,,11,,10,12,,,,,,,,26
