Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,BAL,NBA,SF,74,NA,1323,283,632,0.448,145,187,0.775,NA,NA,313,75,NA,NA,199,711
1967-68,23,BAL,NBA,SF,82,NA,2037,429,932,0.46,250,314,0.796,NA,NA,473,110,NA,NA,246,1108
1968-69,24,BAL,NBA,SF,82,NA,2710,505,1109,0.455,292,352,0.83,NA,NA,608,231,NA,NA,275,1302
1969-70,25,BAL,NBA,SF,82,NA,2947,666,1363,0.489,286,339,0.844,NA,NA,537,217,NA,NA,248,1618
1970-71,26,BAL,NBA,SF,82,NA,2920,626,1360,0.46,290,342,0.848,NA,NA,513,217,NA,NA,261,1542
1971-72,27,BAL,NBA,SF,78,NA,2927,690,1444,0.478,356,398,0.894,NA,NA,528,169,NA,NA,240,1736
1972-73,28,HOU,NBA,SF,81,NA,3019,624,1334,0.468,248,292,0.849,NA,NA,499,291,NA,NA,247,1496
1973-74,29,TOT,NBA,SF,74,NA,1782,355,709,0.501,153,179,0.855,59,169,228,167,46,26,213,863
1973-74,29,HOU,NBA,SF,47,NA,1102,210,443,0.474,82,98,0.837,29,77,106,121,23,8,120,502
1973-74,29,BUF,NBA,SF,27,NA,680,145,266,0.545,71,81,0.877,30,92,122,46,23,18,93,361
1974-75,30,BUF,NBA,SF,81,NA,2147,380,836,0.455,193,222,0.869,104,259,363,133,51,16,238,953
1975-76,31,TOT,NBA,SF,79,NA,1909,343,812,0.422,161,188,0.856,69,183,252,141,45,11,164,847
1975-76,31,BUF,NBA,SF,12,NA,278,41,94,0.436,27,33,0.818,10,30,40,23,7,6,30,109
1975-76,31,CHI,NBA,SF,67,NA,1631,302,718,0.421,134,155,0.865,59,153,212,118,38,5,134,738
1976-77,32,CHI,NBA,SF,54,NA,869,167,359,0.465,31,39,0.795,27,64,91,62,13,6,85,365
Career,NA,,NBA,,849,NA,24590,5068,10890,0.465,2405,2852,0.843,259,675,4405,1813,155,59,2416,12541
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BAL,NBA,,480,NA,14864,3199,6840,0.468,1619,1932,0.838,NA,NA,2972,1019,NA,NA,1469,8017
2 seasons,NA,HOU,NBA,,128,NA,4121,834,1777,0.469,330,390,0.846,29,77,605,412,23,8,367,1998
2 seasons,NA,CHI,NBA,,121,NA,2500,469,1077,0.435,165,194,0.851,86,217,303,180,51,11,219,1103
3 seasons,NA,BUF,NBA,,120,NA,3105,566,1196,0.473,291,336,0.866,144,381,525,202,81,40,361,1423
