Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,BAL,NBA,SF,74,1323,14.4,0.498,0.296,NA,NA,NA,7.8,NA,NA,NA,1.6,0.9,2.5,0.09,NA,NA,NA,NA,NA
1967-68,23,BAL,NBA,SF,82,2037,15.9,0.518,0.337,NA,NA,NA,7.5,NA,NA,NA,3.3,2,5.4,0.126,NA,NA,NA,NA,NA
1968-69,24,BAL,NBA,SF,82,2710,15.8,0.515,0.317,NA,NA,NA,11.1,NA,NA,NA,4.4,4.1,8.5,0.151,NA,NA,NA,NA,NA
1969-70,25,BAL,NBA,SF,82,2947,16,0.535,0.249,NA,NA,NA,9.7,NA,NA,NA,5,3.3,8.3,0.136,NA,NA,NA,NA,NA
1970-71,26,BAL,NBA,SF,82,2920,15.7,0.51,0.251,NA,NA,7.7,10.4,NA,NA,NA,4.1,3.4,7.5,0.123,NA,NA,NA,NA,NA
1971-72,27,BAL,NBA,SF,78,2927,18.2,0.536,0.276,NA,NA,8.5,8.9,NA,NA,NA,6.6,2.5,9.1,0.149,NA,NA,NA,NA,NA
1972-73,28,HOU,NBA,SF,81,3019,15.1,0.511,0.219,NA,NA,7.7,12.8,NA,NA,NA,4.2,1.9,6.1,0.098,NA,NA,NA,NA,NA
1973-74,29,TOT,NBA,SF,74,1782,14.4,0.548,0.252,3.5,9.6,6.6,13.2,1.1,0.7,NA,2.9,0.7,3.6,0.097,NA,-0.1,-1.1,-1.2,0.4
1973-74,29,HOU,NBA,SF,47,1102,13.1,0.516,0.221,2.8,7.4,5.1,15.5,0.9,0.4,NA,1.3,0.2,1.5,0.067,NA,-0.6,-1.7,-2.4,-0.1
1973-74,29,BUF,NBA,SF,27,680,16.6,0.598,0.305,4.5,13.1,8.9,9.3,1.5,1.3,NA,1.6,0.5,2.1,0.146,NA,0.8,-0.1,0.7,0.5
1974-75,30,BUF,NBA,SF,81,2147,12.8,0.51,0.266,5.1,11.8,8.6,8.6,1.1,0.4,NA,2.4,1.5,3.9,0.087,NA,-1,-1.1,-2.1,-0.1
1975-76,31,TOT,NBA,SF,79,1909,12.7,0.473,0.232,3.5,10.3,6.7,11.9,1.1,0.3,NA,1.6,1.4,3.1,0.077,NA,-0.8,-0.7,-1.5,0.3
1975-76,31,BUF,NBA,SF,12,278,11.9,0.502,0.351,3.9,10.9,7.5,11.2,1.1,1.1,NA,0.2,0.2,0.4,0.07,NA,-1.3,-0.4,-1.7,0
1975-76,31,CHI,NBA,SF,67,1631,12.8,0.469,0.216,3.4,10.2,6.6,12.1,1.1,0.2,NA,1.4,1.2,2.7,0.078,NA,-0.7,-0.7,-1.4,0.2
1976-77,32,CHI,NBA,SF,54,869,11.1,0.485,0.109,3.2,7.8,5.4,11.4,0.7,0.4,NA,0.6,0.7,1.3,0.073,NA,-1.5,-1,-2.5,-0.1
Career,NA,,NBA,,849,24590,15.2,0.516,0.262,4,10.2,7.6,10.3,1.1,0.5,NA,36.9,22.4,59.3,0.116,NA,-0.7,-1,-1.7,0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BAL,NBA,,480,14864,16.2,0.521,0.282,NA,NA,8.1,9.5,NA,NA,NA,25.1,16.2,41.3,0.133,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,128,4121,14.5,0.513,0.219,2.8,7.4,7,13.5,0.9,0.4,NA,5.6,2.1,7.7,0.089,NA,-0.6,-1.7,-2.4,-0.1
2 seasons,NA,CHI,NBA,,121,2500,12.2,0.474,0.18,3.3,9.3,6.2,11.8,1,0.2,NA,2.1,1.9,4,0.076,NA,-1,-0.8,-1.8,0.1
3 seasons,NA,BUF,NBA,,120,3105,13.5,0.529,0.281,4.9,12,8.6,9,1.2,0.6,NA,4.2,2.2,6.4,0.098,NA,-0.6,-0.9,-1.5,0.4
