Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,BAL,NBA,SF,4,NA,153,5.6,12,0.471,1.6,2.6,0.636,NA,NA,4.2,2.8,NA,NA,3.1,12.9
1969-70,25,BAL,NBA,SF,7,NA,265,6.5,15.5,0.421,3.9,4.6,0.853,NA,NA,6.4,3,NA,NA,3.7,17
1970-71,26,BAL,NBA,SF,18,NA,750,7.1,15.3,0.461,3.6,4.5,0.817,NA,NA,7,2.7,NA,NA,2.6,17.8
1971-72,27,BAL,NBA,SF,6,NA,229,4.9,12.3,0.397,6.4,7.4,0.872,NA,NA,5.7,1.9,NA,NA,3.5,16.2
1973-74,29,BUF,NBA,SF,6,NA,121,6.5,14,0.468,2.1,2.7,0.778,1.5,4.2,5.7,2.4,0.6,0,5.1,15.2
1974-75,30,BUF,NBA,SF,7,NA,108,4,9,0.444,4.3,5,0.867,1.7,4,5.7,2.7,2.3,0.3,4,12.3
1976-77,32,CHI,NBA,SF,3,NA,53,5.4,8.8,0.615,0,0.7,0,0,0.7,0.7,1.4,0,0,4.1,10.9
Career,NA,,NBA,,51,NA,1679,6.3,13.9,0.45,3.7,4.5,0.824,1.3,3.4,6.1,2.6,1.1,0.1,3.2,16.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BAL,NBA,,35,NA,1397,6.4,14.5,0.445,3.9,4.8,0.827,NA,NA,6.3,2.6,NA,NA,3,16.8
2 seasons,NA,BUF,NBA,,13,NA,229,5.3,11.6,0.459,3.1,3.8,0.833,1.6,4.1,5.7,2.5,1.4,0.2,4.6,13.8
1 season,NA,CHI,NBA,,3,NA,53,5.4,8.8,0.615,0,0.7,0,0,0.7,0.7,1.4,0,0,4.1,10.9
