Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,24,BAL,NBA,SF,4,153,11.7,0.492,0.216,NA,NA,NA,10.9,NA,NA,NA,0.2,0,0.2,0.058,NA,NA,NA,NA,NA
1969-70,25,BAL,NBA,SF,7,265,15,0.485,0.298,NA,NA,NA,12.9,NA,NA,NA,0.2,0.4,0.6,0.107,NA,NA,NA,NA,NA
1970-71,26,BAL,NBA,SF,18,750,17,0.514,0.292,NA,NA,9,11.7,NA,NA,NA,1.4,1,2.4,0.154,NA,NA,NA,NA,NA
1971-72,27,BAL,NBA,SF,6,229,14.4,0.522,0.603,NA,NA,8.6,8.7,NA,NA,NA,0.4,0,0.3,0.07,NA,NA,NA,NA,NA
1973-74,29,BUF,NBA,SF,6,121,11.4,0.5,0.191,3.9,10.8,7.4,9,0.7,0,NA,0.1,0.1,0.2,0.066,NA,-1.1,-0.3,-1.4,0
1974-75,30,BUF,NBA,SF,7,108,13.8,0.551,0.556,4.7,12.2,8.3,9.8,3,0.5,NA,0.2,0.1,0.3,0.114,NA,0.8,1.5,2.3,0.1
1976-77,32,CHI,NBA,SF,3,53,6.7,0.595,0.077,0,2.5,1.1,6.4,0,0,NA,0.1,0,0.1,0.061,NA,-2.1,-1.9,-4.1,0
Career,NA,,NBA,,51,1679,14.9,0.511,0.324,3.5,9.8,8.4,10.9,1.4,0.2,NA,2.4,1.6,4,0.114,NA,-0.6,0.1,-0.5,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BAL,NBA,,35,1397,15.6,0.507,0.329,NA,NA,8.9,11.3,NA,NA,NA,2.1,1.4,3.5,0.121,NA,NA,NA,NA,NA
2 seasons,NA,BUF,NBA,,13,229,12.5,0.52,0.324,4.3,11.5,7.8,9.4,1.8,0.2,NA,0.2,0.2,0.4,0.088,NA,-0.2,0.5,0.3,0.1
1 season,NA,CHI,NBA,,3,53,6.7,0.595,0.077,0,2.5,1.1,6.4,0,0,NA,0.1,0,0.1,0.061,NA,-2.1,-1.9,-4.1,0
