Season,Team,Lg,Salary
1988-89,Milwaukee Bucks,NBA,"$400,000"
1990-91,Milwaukee Bucks,NBA,"$605,000"
1991-92,Milwaukee Bucks,NBA,"$950,000"
1992-93,Golden State Warriors,NBA,"$550,000"
1993-94,Golden State Warriors,NBA,"$715,000"
Career,(may be incomplete),,"$3,220,000"
