Season,Team,Lg,Salary
2016-17,Minnesota Timberwolves,NBA,"$3,872,520"
2017-18,Chicago Bulls,NBA,"$4,046,760"
2018-19,Chicago Bulls,NBA,"$4,221,000"
Career,(may be incomplete),,"$12,140,280"
