,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,21,ATL,NBA,SG,80,2376,8%,66%,25%,1%,,-10.3,+0.9,48,38,99,11,95,0,329,19,75
2005-06,22,ATL,NBA,SF,74,2249,,46%,52%,2%,,-4.5,+2.0,39,32,86,16,89,8,299,19,49
2006-07,23,ATL,NBA,SG,55,2024,16%,67%,16%,1%,,-2.6,+5.5,23,24,56,15,101,9,277,28,56
2007-08,24,ATL,NBA,SF,76,2274,,21%,74%,5%,,-2.7,-1.6,35,29,67,18,137,6,257,32,66
2010-11,27,PHO,NBA,SG,54,894,3%,50%,46%,1%,,-6.1,-6.8,17,15,40,5,29,5,98,9,23
2011-12,28,PHO,NBA,SF,34,491,,,97%,3%,,-5.0,-5.5,5,2,22,0,1,3,79,0,4
2012-13,29,BRK,NBA,SF,14,100,,7%,82%,11%,,-6.5,-8.7,0,0,2,0,1,1,11,0,0
2013-14,30,NOP,NBA,SF,4,24,,,84%,16%,,+29.9,+32.7,0,1,0,0,0,0,4,0,0
Career,,,NBA,,391,10432,5%,47%,46%,2%,,-5.2,+0.5,167,141,372,65,453,32,1354,107,273
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,285,8923,6%,50%,42%,2%,,-5.2,+1.6,145,123,308,60,422,23,1162,98,246
2 seasons,,PHO,NBA,,88,1385,2%,32%,64%,2%,,-5.7,-6.4,22,17,62,5,30,8,177,9,27
1 season,,BRK,NBA,,14,100,,7%,82%,11%,,-6.5,-8.7,0,0,2,0,1,1,11,0,0
1 season,,NOP,NBA,,4,24,,,84%,16%,,+29.9,+32.7,0,1,0,0,0,0,4,0,0
