Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1980-81,23,PHO,NBA,PG,7,102,19.2,0.627,0.222,0.194,2.3,11.6,7.1,19.1,2.6,0,15.2,20,NA,0.3,0.2,0.5,0.224,NA,3.7,1.6,5.3,0.2
1981-82,24,PHO,NBA,PG,7,243,11.3,0.495,0.124,0.18,4.8,5.1,4.9,14.3,1.3,0.2,11.9,17.6,NA,0.2,-0.1,0.1,0.026,NA,-2.3,-1.7,-4,-0.1
1982-83,25,PHO,NBA,PG,3,72,13.8,0.46,0.086,0.2,2.7,9.1,5.7,17.6,0.7,0,2.6,21.3,NA,0.1,0,0.1,0.073,NA,-1.3,-2,-3.3,0
1983-84,26,PHO,NBA,PG,17,620,12.1,0.536,0.14,0.102,2.7,7.2,5,20.5,1.7,0.2,13.2,12.8,NA,0.7,0.4,1.1,0.084,NA,0.1,0.2,0.4,0.4
1984-85,27,PHO,NBA,PG,3,85,11.3,0.55,0.154,0.192,4.1,7.5,5.7,13.4,3.1,0,17.5,15.5,NA,0,0,0,-0.019,NA,-2.3,-0.9,-3.1,0
1985-86,28,CHI,NBA,PG,3,87,5.6,0.416,0.286,0.071,2.5,3,2.7,14.9,1.1,0,6.5,7.4,NA,0,-0.1,0,-0.016,NA,-1.4,-1.4,-2.9,0
1986-87,29,IND,NBA,PG,4,49,-0.4,0.311,0.167,0.167,0,7.5,3.8,15.1,1.1,0,31.8,9,NA,-0.1,0.1,0,-0.044,NA,-7.6,-0.1,-7.7,-0.1
Career,NA,,NBA,,44,1258,11.6,0.52,0.146,0.146,3,7,5,17.9,1.7,0.1,12.7,14.5,NA,1.2,0.5,1.7,0.065,NA,-0.7,-0.4,-1,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHO,NBA,,37,1122,12.6,0.528,0.14,0.149,3.2,7.3,5.3,18.3,1.8,0.2,12.5,15.3,NA,1.3,0.5,1.8,0.076,NA,-0.3,-0.3,-0.6,0.4
1 season,NA,IND,NBA,,4,49,-0.4,0.311,0.167,0.167,0,7.5,3.8,15.1,1.1,0,31.8,9,NA,-0.1,0.1,0,-0.044,NA,-7.6,-0.1,-7.7,-0.1
1 season,NA,CHI,NBA,,3,87,5.6,0.416,0.286,0.071,2.5,3,2.7,14.9,1.1,0,6.5,7.4,NA,0,-0.1,0,-0.016,NA,-1.4,-1.4,-2.9,0
