,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,21,GSW,NBA,SG,80,2629,,82%,18%,,,-5.5,+1.4,73,49,69,25,82,0,501,20,66
2002-03,22,GSW,NBA,SG,82,2698,1%,81%,17%,1%,,-3.0,-6.1,68,65,75,29,111,0,543,25,81
2003-04,23,GSW,NBA,SG,78,2936,7%,86%,8%,,,-0.3,+1.6,70,89,72,23,158,0,510,41,80
2004-05,24,GSW,NBA,SG,72,2724,2%,79%,18%,,,-2.7,-0.7,76,65,63,17,125,0,635,25,64
2005-06,25,GSW,NBA,SG,75,2877,1%,68%,31%,,,+0.6,+8.9,61,68,83,24,173,27,539,32,73
2006-07,26,GSW,NBA,SG,51,1675,1%,62%,37%,,,+2.8,+5.7,38,24,58,10,67,15,401,14,29
2007-08,27,CHA,NBA,SF,82,3149,,30%,67%,2%,,-4.2,+3.8,73,53,119,23,149,19,572,34,65
2008-09,28,TOT,NBA,SG,72,2410,,83%,17%,,,-0.5,-1.3,50,25,65,13,92,20,320,20,35
2008-09,28,CHA,NBA,SG,14,491,,74%,26%,,,-5.2,-4.3,8,9,21,4,25,9,84,3,11
2008-09,28,PHO,NBA,SG,58,1919,,85%,15%,,,+0.6,-2.9,42,16,44,9,67,11,236,17,24
2009-10,29,PHO,NBA,SG,79,2485,1%,95%,4%,,,+6.5,+2.9,40,30,74,13,83,14,330,16,36
2010-11,30,TOT,NBA,SG,80,2715,1%,76%,24%,,,+4.8,+3.3,43,32,68,11,55,8,350,7,28
2010-11,30,PHO,NBA,SG,25,796,1%,100%,,,,-1.3,-0.7,13,9,17,4,24,1,89,3,11
2010-11,30,ORL,NBA,SG,55,1919,1%,66%,33%,,,+7.4,+2.6,30,23,51,7,31,7,261,4,17
2011-12,31,ORL,NBA,SG,54,1591,,66%,33%,1%,,+3.2,+4.5,36,10,46,7,27,7,259,8,30
2012-13,32,PHI,NBA,SG,33,936,15%,84%,1%,,,-0.9,+3.5,12,10,23,4,13,3,113,2,9
2014-15,34,PHI,NBA,SG,19,416,14%,86%,,,,-8.2,+1.4,11,4,15,1,6,1,90,0,2
Career,,,NBA,,857,29241,2%,74%,24%,,,-0.3,+2.1,651,524,830,200,1141,114,5163,244,598
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,GSW,NBA,,438,15539,2%,77%,20%,,,-1.6,+1.6,386,360,420,128,716,42,3129,157,393
3 seasons,,PHO,NBA,,162,5200,,92%,7%,,,+3.1,+0.2,95,55,135,26,174,26,655,36,71
2 seasons,,ORL,NBA,,109,3510,,66%,33%,,,+5.5,+3.4,66,33,97,14,58,14,520,12,47
2 seasons,,CHA,NBA,,96,3640,,36%,62%,2%,,-4.3,+2.7,81,62,140,27,174,28,656,37,76
2 seasons,,PHI,NBA,,52,1352,15%,84%,1%,,,-3.2,+2.9,23,14,38,5,19,4,203,2,11
