Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,BUF,NBA,C,78,NA,3186,579,1275,0.454,194,363,0.534,NA,NA,1184,111,NA,NA,NA,306,1352
1972-73,23,BUF,NBA,C,76,NA,2829,600,1244,0.482,188,337,0.558,NA,NA,946,192,NA,NA,NA,295,1388
1973-74,24,LAL,NBA,C,81,NA,2922,434,949,0.457,147,249,0.59,204,702,906,150,71,393,NA,309,1015
1974-75,25,LAL,NBA,C,74,NA,2341,346,702,0.493,112,231,0.485,210,600,810,145,84,216,NA,255,804
1975-76,26,MIL,NBA,C,78,NA,2809,498,962,0.518,222,351,0.632,201,692,893,97,78,238,NA,268,1218
1976-77,27,TOT,NBA,C,70,NA,1464,241,507,0.475,117,213,0.549,114,325,439,43,35,144,NA,207,599
1976-77,27,MIL,NBA,C,34,NA,789,113,253,0.447,61,105,0.581,52,156,208,30,19,69,NA,109,287
1976-77,27,CLE,NBA,C,36,NA,675,128,254,0.504,56,108,0.519,62,169,231,13,16,75,NA,98,312
1977-78,28,CLE,NBA,C,81,NA,1996,402,809,0.497,205,309,0.663,178,500,678,57,50,176,141,241,1009
1978-79,29,CLE,NBA,C,24,NA,332,69,130,0.531,18,26,0.692,45,61,106,13,7,16,42,60,156
Career,NA,,NBA,,562,NA,17879,3169,6578,0.482,1203,2079,0.579,952,2880,5962,808,325,1183,183,1941,7541
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,155,NA,5263,780,1651,0.472,259,480,0.54,414,1302,1716,295,155,609,NA,564,1819
2 seasons,NA,BUF,NBA,,154,NA,6015,1179,2519,0.468,382,700,0.546,NA,NA,2130,303,NA,NA,NA,601,2740
3 seasons,NA,CLE,NBA,,141,NA,3003,599,1193,0.502,279,443,0.63,285,730,1015,83,73,267,183,399,1477
2 seasons,NA,MIL,NBA,,112,NA,3598,611,1215,0.503,283,456,0.621,253,848,1101,127,97,307,NA,377,1505
