Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,23,MMF,ABA,C,78,1265,11.8,0.46,0.036,0.321,NA,NA,16.2,6.1,15.6,17.3,NA,-0.2,1.3,1.1,0.041
1970-71,24,MMP,ABA,C,71,974,11,0.44,0.015,0.231,NA,NA,12.8,11.4,13.4,16.1,NA,-0.6,1.7,1.1,0.053
Career,NA,,ABA,,149,2239,11.4,0.452,0.027,0.283,NA,NA,14.7,8.4,14.7,16.8,NA,-0.8,3,2.2,0.046
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MMF,ABA,,78,1265,11.8,0.46,0.036,0.321,NA,NA,16.2,6.1,15.6,17.3,NA,-0.2,1.3,1.1,0.041
1 season,NA,MMP,ABA,,71,974,11,0.44,0.015,0.231,NA,NA,12.8,11.4,13.4,16.1,NA,-0.6,1.7,1.1,0.053
