,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,23,MMF,ABA,,12,,2,,,,8,11,,,,,,,27
1970-71,24,MMP,ABA,,8,,0,,,,4,5,,,,,,,18
Career,,,,,12,,2,,,,8,11,,,,,,,27
1 Season,,MMF,ABA,,12,,2,,,,8,11,,,,,,,27
1 Season,,MMP,ABA,,8,,0,,,,4,5,,,,,,,18
