Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,23,MMF,ABA,C,78,NA,1265,5.2,12.8,0.405,0.1,0.5,0.313,5,12.3,0.409,2.9,4.1,0.708,4.9,8,12.9,1.7,2.7,7.3,13.4
1970-71,24,MMP,ABA,C,71,NA,974,5,12.3,0.402,0,0.2,0,5,12.1,0.409,2,2.8,0.714,3.7,6.6,10.3,3.2,2.1,6.1,11.9
Career,NA,,ABA,,149,NA,2239,5.1,12.6,0.404,0.1,0.3,0.238,5,12.2,0.409,2.5,3.6,0.71,4.4,7.4,11.8,2.3,2.4,6.8,12.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MMF,ABA,,78,NA,1265,5.2,12.8,0.405,0.1,0.5,0.313,5,12.3,0.409,2.9,4.1,0.708,4.9,8,12.9,1.7,2.7,7.3,13.4
1 season,NA,MMP,ABA,,71,NA,974,5,12.3,0.402,0,0.2,0,5,12.1,0.409,2,2.8,0.714,3.7,6.6,10.3,3.2,2.1,6.1,11.9
